season,game_date,season_type,away_team,home_team
2018-19,2018-09-28,preseason,BOS,CHA
2018-19,2018-09-29,preseason,MIN,GSW
2018-19,2018-09-29,preseason,POR,TOR
2018-19,2018-09-30,preseason,CHA,BOS
2018-19,2018-09-30,preseason,DEN,LAL
2018-19,2018-09-30,preseason,MIA,SAS
2018-19,2018-09-30,preseason,NOP,CHI
2018-19,2018-10-01,preseason,NOP,ATL
2018-19,2018-10-01,preseason,NYK,WAS
2018-19,2018-10-01,preseason,ORL,PHI
2018-19,2018-10-01,preseason,SAC,PHX
2018-19,2018-10-02,preseason,CLE,BOS
2018-19,2018-10-02,preseason,DEN,LAL
2018-19,2018-10-02,preseason,MEM,HOU
2018-19,2018-10-02,preseason,MIA,CHA
2018-19,2018-10-02,preseason,TOR,UTA
2018-19,2018-10-03,preseason,CHI,MIL
2018-19,2018-10-03,preseason,DET,OKC
2018-19,2018-10-03,preseason,MIN,LAC
2018-19,2018-10-03,preseason,NYK,BKN
2018-19,2018-10-04,preseason,IND,HOU
2018-19,2018-10-04,preseason,SAC,LAL
2018-19,2018-10-05,preseason,ATL,MEM
2018-19,2018-10-05,preseason,DET,SAS
2018-19,2018-10-05,preseason,MIA,WAS
2018-19,2018-10-05,preseason,NOP,NYK
2018-19,2018-10-05,preseason,OKC,MIN
2018-19,2018-10-05,preseason,PHI,DAL
2018-19,2018-10-05,preseason,POR,PHX
2018-19,2018-10-05,preseason,SAC,GSW
2018-19,2018-10-06,preseason,BOS,CLE
2018-19,2018-10-06,preseason,IND,MEM
2018-19,2018-10-06,preseason,LAC,LAL
2018-19,2018-10-07,preseason,ATL,OKC
2018-19,2018-10-07,preseason,HOU,SAS
2018-19,2018-10-07,preseason,MIL,MIN
2018-19,2018-10-07,preseason,UTA,POR
2018-19,2018-10-08,preseason,BKN,DET
2018-19,2018-10-08,preseason,CHI,CHA
2018-19,2018-10-08,preseason,DAL,PHI
2018-19,2018-10-08,preseason,IND,CLE
2018-19,2018-10-08,preseason,ORL,MIA
2018-19,2018-10-08,preseason,PHX,GSW
2018-19,2018-10-08,preseason,WAS,NYK
2018-19,2018-10-09,preseason,DEN,LAC
2018-19,2018-10-09,preseason,MIL,OKC
2018-19,2018-10-10,preseason,BKN,TOR
2018-19,2018-10-10,preseason,GSW,LAL
2018-19,2018-10-10,preseason,IND,CHI
2018-19,2018-10-10,preseason,MEM,ORL
2018-19,2018-10-10,preseason,NOP,MIA
2018-19,2018-10-10,preseason,PHX,POR
2018-19,2018-10-10,preseason,SAS,ATL
2018-19,2018-10-10,preseason,WAS,DET
2018-19,2018-10-11,preseason,TOR,NOP
2018-19,2018-10-11,preseason,UTA,SAC
2018-19,2018-10-12,preseason,ATL,MIA
2018-19,2018-10-12,preseason,BKN,NYK
2018-19,2018-10-12,preseason,CHA,DAL
2018-19,2018-10-12,preseason,DEN,CHI
2018-19,2018-10-12,preseason,DET,CLE
2018-19,2018-10-12,preseason,HOU,MEM
2018-19,2018-10-12,preseason,LAL,GSW
2018-19,2018-10-12,preseason,MIN,MIL
2018-19,2018-10-12,preseason,SAC,POR
2018-19,2018-10-12,preseason,SAS,ORL
2018-19,2018-10-16,regular,OKC,GSW
2018-19,2018-10-16,regular,PHI,BOS
2018-19,2018-10-17,regular,ATL,NYK
2018-19,2018-10-17,regular,BKN,DET
2018-19,2018-10-17,regular,CLE,TOR
2018-19,2018-10-17,regular,DAL,PHX
2018-19,2018-10-17,regular,DEN,LAC
2018-19,2018-10-17,regular,MEM,IND
2018-19,2018-10-17,regular,MIA,ORL
2018-19,2018-10-17,regular,MIL,CHA
2018-19,2018-10-17,regular,MIN,SAS
2018-19,2018-10-17,regular,NOP,HOU
2018-19,2018-10-17,regular,UTA,SAC
2018-19,2018-10-18,regular,CHI,PHI
2018-19,2018-10-18,regular,LAL,POR
2018-19,2018-10-18,regular,MIA,WAS
2018-19,2018-10-19,regular,ATL,MEM
2018-19,2018-10-19,regular,BOS,TOR
2018-19,2018-10-19,regular,CHA,ORL
2018-19,2018-10-19,regular,CLE,MIN
2018-19,2018-10-19,regular,GSW,UTA
2018-19,2018-10-19,regular,IND,MIL
2018-19,2018-10-19,regular,NYK,BKN
2018-19,2018-10-19,regular,OKC,LAC
2018-19,2018-10-19,regular,SAC,NOP
2018-19,2018-10-20,regular,BKN,IND
2018-19,2018-10-20,regular,BOS,NYK
2018-19,2018-10-20,regular,CHA,MIA
2018-19,2018-10-20,regular,DET,CHI
2018-19,2018-10-20,regular,HOU,LAL
2018-19,2018-10-20,regular,MIN,DAL
2018-19,2018-10-20,regular,ORL,PHI
2018-19,2018-10-20,regular,PHX,DEN
2018-19,2018-10-20,regular,SAS,POR
2018-19,2018-10-20,regular,TOR,WAS
2018-19,2018-10-21,regular,ATL,CLE
2018-19,2018-10-21,regular,GSW,DEN
2018-19,2018-10-21,regular,HOU,LAC
2018-19,2018-10-21,regular,SAC,OKC
2018-19,2018-10-22,regular,CHA,TOR
2018-19,2018-10-22,regular,CHI,DAL
2018-19,2018-10-22,regular,IND,MIN
2018-19,2018-10-22,regular,MEM,UTA
2018-19,2018-10-22,regular,NYK,MIL
2018-19,2018-10-22,regular,ORL,BOS
2018-19,2018-10-22,regular,PHX,GSW
2018-19,2018-10-22,regular,SAS,LAL
2018-19,2018-10-22,regular,WAS,POR
2018-19,2018-10-23,regular,LAC,NOP
2018-19,2018-10-23,regular,PHI,DET
2018-19,2018-10-23,regular,SAC,DEN
2018-19,2018-10-24,regular,BKN,CLE
2018-19,2018-10-24,regular,CHA,CHI
2018-19,2018-10-24,regular,DAL,ATL
2018-19,2018-10-24,regular,IND,SAS
2018-19,2018-10-24,regular,LAL,PHX
2018-19,2018-10-24,regular,MEM,SAC
2018-19,2018-10-24,regular,MIN,TOR
2018-19,2018-10-24,regular,NYK,MIA
2018-19,2018-10-24,regular,PHI,MIL
2018-19,2018-10-24,regular,UTA,HOU
2018-19,2018-10-24,regular,WAS,GSW
2018-19,2018-10-25,regular,BOS,OKC
2018-19,2018-10-25,regular,CLE,DET
2018-19,2018-10-25,regular,DEN,LAL
2018-19,2018-10-25,regular,POR,ORL
2018-19,2018-10-26,regular,BKN,NOP
2018-19,2018-10-26,regular,CHI,CHA
2018-19,2018-10-26,regular,DAL,TOR
2018-19,2018-10-26,regular,GSW,NYK
2018-19,2018-10-26,regular,LAC,HOU
2018-19,2018-10-26,regular,MIL,MIN
2018-19,2018-10-26,regular,WAS,SAC
2018-19,2018-10-27,regular,BOS,DET
2018-19,2018-10-27,regular,CHA,PHI
2018-19,2018-10-27,regular,CHI,ATL
2018-19,2018-10-27,regular,IND,CLE
2018-19,2018-10-27,regular,LAL,SAS
2018-19,2018-10-27,regular,ORL,MIL
2018-19,2018-10-27,regular,PHX,MEM
2018-19,2018-10-27,regular,POR,MIA
2018-19,2018-10-27,regular,UTA,NOP
2018-19,2018-10-28,regular,GSW,BKN
2018-19,2018-10-28,regular,PHX,OKC
2018-19,2018-10-28,regular,UTA,DAL
2018-19,2018-10-28,regular,WAS,LAC
2018-19,2018-10-29,regular,ATL,PHI
2018-19,2018-10-29,regular,BKN,NYK
2018-19,2018-10-29,regular,DAL,SAS
2018-19,2018-10-29,regular,GSW,CHI
2018-19,2018-10-29,regular,LAL,MIN
2018-19,2018-10-29,regular,NOP,DEN
2018-19,2018-10-29,regular,POR,IND
2018-19,2018-10-29,regular,SAC,MIA
2018-19,2018-10-29,regular,TOR,MIL
2018-19,2018-10-30,regular,ATL,CLE
2018-19,2018-10-30,regular,DET,BOS
2018-19,2018-10-30,regular,LAC,OKC
2018-19,2018-10-30,regular,MIA,CHA
2018-19,2018-10-30,regular,PHI,TOR
2018-19,2018-10-30,regular,POR,HOU
2018-19,2018-10-30,regular,SAC,ORL
2018-19,2018-10-30,regular,WAS,MEM
2018-19,2018-10-31,regular,DAL,LAL
2018-19,2018-10-31,regular,DEN,CHI
2018-19,2018-10-31,regular,DET,BKN
2018-19,2018-10-31,regular,IND,NYK
2018-19,2018-10-31,regular,NOP,GSW
2018-19,2018-10-31,regular,SAS,PHX
2018-19,2018-10-31,regular,UTA,MIN
2018-19,2018-11-01,regular,DEN,CLE
2018-19,2018-11-01,regular,LAC,PHI
2018-19,2018-11-01,regular,MIL,BOS
2018-19,2018-11-01,regular,NOP,POR
2018-19,2018-11-01,regular,OKC,CHA
2018-19,2018-11-01,regular,SAC,ATL
2018-19,2018-11-02,regular,HOU,BKN
2018-19,2018-11-02,regular,IND,CHI
2018-19,2018-11-02,regular,LAC,ORL
2018-19,2018-11-02,regular,MEM,UTA
2018-19,2018-11-02,regular,MIN,GSW
2018-19,2018-11-02,regular,NYK,DAL
2018-19,2018-11-02,regular,OKC,WAS
2018-19,2018-11-02,regular,TOR,PHX
2018-19,2018-11-03,regular,BOS,IND
2018-19,2018-11-03,regular,CLE,CHA
2018-19,2018-11-03,regular,DET,PHI
2018-19,2018-11-03,regular,HOU,CHI
2018-19,2018-11-03,regular,LAL,POR
2018-19,2018-11-03,regular,MIA,ATL
2018-19,2018-11-03,regular,NOP,SAS
2018-19,2018-11-03,regular,UTA,DEN
2018-19,2018-11-04,regular,MEM,PHX
2018-19,2018-11-04,regular,MIN,POR
2018-19,2018-11-04,regular,NYK,WAS
2018-19,2018-11-04,regular,ORL,SAS
2018-19,2018-11-04,regular,PHI,BKN
2018-19,2018-11-04,regular,SAC,MIL
2018-19,2018-11-04,regular,TOR,LAL
2018-19,2018-11-05,regular,BOS,DEN
2018-19,2018-11-05,regular,CHI,NYK
2018-19,2018-11-05,regular,CLE,ORL
2018-19,2018-11-05,regular,HOU,IND
2018-19,2018-11-05,regular,MEM,GSW
2018-19,2018-11-05,regular,MIA,DET
2018-19,2018-11-05,regular,MIN,LAC
2018-19,2018-11-05,regular,NOP,OKC
2018-19,2018-11-05,regular,TOR,UTA
2018-19,2018-11-06,regular,ATL,CHA
2018-19,2018-11-06,regular,BKN,PHX
2018-19,2018-11-06,regular,MIL,POR
2018-19,2018-11-06,regular,WAS,DAL
2018-19,2018-11-07,regular,CHI,NOP
2018-19,2018-11-07,regular,DAL,UTA
2018-19,2018-11-07,regular,DEN,MEM
2018-19,2018-11-07,regular,DET,ORL
2018-19,2018-11-07,regular,MIN,LAL
2018-19,2018-11-07,regular,NYK,ATL
2018-19,2018-11-07,regular,OKC,CLE
2018-19,2018-11-07,regular,PHI,IND
2018-19,2018-11-07,regular,SAS,MIA
2018-19,2018-11-07,regular,TOR,SAC
2018-19,2018-11-08,regular,BOS,PHX
2018-19,2018-11-08,regular,HOU,OKC
2018-19,2018-11-08,regular,LAC,POR
2018-19,2018-11-08,regular,MIL,GSW
2018-19,2018-11-09,regular,BKN,DEN
2018-19,2018-11-09,regular,BOS,UTA
2018-19,2018-11-09,regular,CHA,PHI
2018-19,2018-11-09,regular,DET,ATL
2018-19,2018-11-09,regular,IND,MIA
2018-19,2018-11-09,regular,MIN,SAC
2018-19,2018-11-09,regular,WAS,ORL
2018-19,2018-11-10,regular,BKN,GSW
2018-19,2018-11-10,regular,CLE,CHI
2018-19,2018-11-10,regular,HOU,SAS
2018-19,2018-11-10,regular,LAL,SAC
2018-19,2018-11-10,regular,MIL,LAC
2018-19,2018-11-10,regular,NYK,TOR
2018-19,2018-11-10,regular,OKC,DAL
2018-19,2018-11-10,regular,PHI,MEM
2018-19,2018-11-10,regular,PHX,NOP
2018-19,2018-11-10,regular,WAS,MIA
2018-19,2018-11-11,regular,ATL,LAL
2018-19,2018-11-11,regular,BOS,POR
2018-19,2018-11-11,regular,CHA,DET
2018-19,2018-11-11,regular,IND,HOU
2018-19,2018-11-11,regular,MIL,DEN
2018-19,2018-11-11,regular,ORL,NYK
2018-19,2018-11-12,regular,BKN,MIN
2018-19,2018-11-12,regular,DAL,CHI
2018-19,2018-11-12,regular,GSW,LAC
2018-19,2018-11-12,regular,NOP,TOR
2018-19,2018-11-12,regular,ORL,WAS
2018-19,2018-11-12,regular,PHI,MIA
2018-19,2018-11-12,regular,PHX,OKC
2018-19,2018-11-12,regular,SAS,SAC
2018-19,2018-11-12,regular,UTA,MEM
2018-19,2018-11-13,regular,ATL,GSW
2018-19,2018-11-13,regular,CHA,CLE
2018-19,2018-11-13,regular,HOU,DEN
2018-19,2018-11-14,regular,CHI,BOS
2018-19,2018-11-14,regular,CLE,WAS
2018-19,2018-11-14,regular,DET,TOR
2018-19,2018-11-14,regular,MEM,MIL
2018-19,2018-11-14,regular,MIA,BKN
2018-19,2018-11-14,regular,NOP,MIN
2018-19,2018-11-14,regular,NYK,OKC
2018-19,2018-11-14,regular,PHI,ORL
2018-19,2018-11-14,regular,POR,LAL
2018-19,2018-11-14,regular,SAS,PHX
2018-19,2018-11-14,regular,UTA,DAL
2018-19,2018-11-15,regular,ATL,DEN
2018-19,2018-11-15,regular,GSW,HOU
2018-19,2018-11-15,regular,SAS,LAC
2018-19,2018-11-16,regular,BKN,WAS
2018-19,2018-11-16,regular,CHI,MIL
2018-19,2018-11-16,regular,MIA,IND
2018-19,2018-11-16,regular,NYK,NOP
2018-19,2018-11-16,regular,POR,MIN
2018-19,2018-11-16,regular,SAC,MEM
2018-19,2018-11-16,regular,TOR,BOS
2018-19,2018-11-16,regular,UTA,PHI
2018-19,2018-11-17,regular,ATL,IND
2018-19,2018-11-17,regular,DEN,NOP
2018-19,2018-11-17,regular,GSW,DAL
2018-19,2018-11-17,regular,LAC,BKN
2018-19,2018-11-17,regular,LAL,ORL
2018-19,2018-11-17,regular,OKC,PHX
2018-19,2018-11-17,regular,PHI,CHA
2018-19,2018-11-17,regular,SAC,HOU
2018-19,2018-11-17,regular,TOR,CHI
2018-19,2018-11-17,regular,UTA,BOS
2018-19,2018-11-18,regular,GSW,SAS
2018-19,2018-11-18,regular,LAL,MIA
2018-19,2018-11-18,regular,MEM,MIN
2018-19,2018-11-18,regular,NYK,ORL
2018-19,2018-11-18,regular,POR,WAS
2018-19,2018-11-19,regular,BOS,CHA
2018-19,2018-11-19,regular,CLE,DET
2018-19,2018-11-19,regular,DAL,MEM
2018-19,2018-11-19,regular,DEN,MIL
2018-19,2018-11-19,regular,LAC,ATL
2018-19,2018-11-19,regular,OKC,SAC
2018-19,2018-11-19,regular,PHX,PHI
2018-19,2018-11-19,regular,SAS,NOP
2018-19,2018-11-19,regular,UTA,IND
2018-19,2018-11-20,regular,BKN,MIA
2018-19,2018-11-20,regular,LAC,WAS
2018-19,2018-11-20,regular,POR,NYK
2018-19,2018-11-20,regular,TOR,ORL
2018-19,2018-11-21,regular,BKN,DAL
2018-19,2018-11-21,regular,DEN,MIN
2018-19,2018-11-21,regular,DET,HOU
2018-19,2018-11-21,regular,IND,CHA
2018-19,2018-11-21,regular,LAL,CLE
2018-19,2018-11-21,regular,MEM,SAS
2018-19,2018-11-21,regular,NOP,PHI
2018-19,2018-11-21,regular,NYK,BOS
2018-19,2018-11-21,regular,OKC,GSW
2018-19,2018-11-21,regular,PHX,CHI
2018-19,2018-11-21,regular,POR,MIL
2018-19,2018-11-21,regular,SAC,UTA
2018-19,2018-11-21,regular,TOR,ATL
2018-19,2018-11-23,regular,BOS,ATL
2018-19,2018-11-23,regular,CHA,OKC
2018-19,2018-11-23,regular,CLE,PHI
2018-19,2018-11-23,regular,HOU,DET
2018-19,2018-11-23,regular,MEM,LAC
2018-19,2018-11-23,regular,MIA,CHI
2018-19,2018-11-23,regular,MIN,BKN
2018-19,2018-11-23,regular,NOP,NYK
2018-19,2018-11-23,regular,ORL,DEN
2018-19,2018-11-23,regular,PHX,MIL
2018-19,2018-11-23,regular,POR,GSW
2018-19,2018-11-23,regular,SAS,IND
2018-19,2018-11-23,regular,UTA,LAL
2018-19,2018-11-23,regular,WAS,TOR
2018-19,2018-11-24,regular,BOS,DAL
2018-19,2018-11-24,regular,CHI,MIN
2018-19,2018-11-24,regular,DEN,OKC
2018-19,2018-11-24,regular,HOU,CLE
2018-19,2018-11-24,regular,NOP,WAS
2018-19,2018-11-24,regular,SAC,GSW
2018-19,2018-11-24,regular,SAS,MIL
2018-19,2018-11-25,regular,CHA,ATL
2018-19,2018-11-25,regular,LAC,POR
2018-19,2018-11-25,regular,MIA,TOR
2018-19,2018-11-25,regular,NYK,MEM
2018-19,2018-11-25,regular,ORL,LAL
2018-19,2018-11-25,regular,PHI,BKN
2018-19,2018-11-25,regular,PHX,DET
2018-19,2018-11-25,regular,UTA,SAC
2018-19,2018-11-26,regular,BOS,NOP
2018-19,2018-11-26,regular,HOU,WAS
2018-19,2018-11-26,regular,IND,UTA
2018-19,2018-11-26,regular,MIL,CHA
2018-19,2018-11-26,regular,MIN,CLE
2018-19,2018-11-26,regular,ORL,GSW
2018-19,2018-11-26,regular,SAS,CHI
2018-19,2018-11-27,regular,ATL,MIA
2018-19,2018-11-27,regular,IND,PHX
2018-19,2018-11-27,regular,LAL,DEN
2018-19,2018-11-27,regular,NYK,DET
2018-19,2018-11-27,regular,TOR,MEM
2018-19,2018-11-28,regular,ATL,CHA
2018-19,2018-11-28,regular,CHI,MIL
2018-19,2018-11-28,regular,CLE,OKC
2018-19,2018-11-28,regular,DAL,HOU
2018-19,2018-11-28,regular,NYK,PHI
2018-19,2018-11-28,regular,ORL,POR
2018-19,2018-11-28,regular,PHX,LAC
2018-19,2018-11-28,regular,SAS,MIN
2018-19,2018-11-28,regular,UTA,BKN
2018-19,2018-11-28,regular,WAS,NOP
2018-19,2018-11-29,regular,GSW,TOR
2018-19,2018-11-29,regular,IND,LAL
2018-19,2018-11-29,regular,LAC,SAC
2018-19,2018-11-30,regular,ATL,OKC
2018-19,2018-11-30,regular,CHI,DET
2018-19,2018-11-30,regular,CLE,BOS
2018-19,2018-11-30,regular,DAL,LAL
2018-19,2018-11-30,regular,DEN,POR
2018-19,2018-11-30,regular,HOU,SAS
2018-19,2018-11-30,regular,MEM,BKN
2018-19,2018-11-30,regular,NOP,MIA
2018-19,2018-11-30,regular,ORL,PHX
2018-19,2018-11-30,regular,UTA,CHA
2018-19,2018-11-30,regular,WAS,PHI
2018-19,2018-12-01,regular,BKN,WAS
2018-19,2018-12-01,regular,BOS,MIN
2018-19,2018-12-01,regular,CHI,HOU
2018-19,2018-12-01,regular,GSW,DET
2018-19,2018-12-01,regular,IND,SAC
2018-19,2018-12-01,regular,MIL,NYK
2018-19,2018-12-01,regular,TOR,CLE
2018-19,2018-12-02,regular,LAC,DAL
2018-19,2018-12-02,regular,MEM,PHI
2018-19,2018-12-02,regular,NOP,CHA
2018-19,2018-12-02,regular,PHX,LAL
2018-19,2018-12-02,regular,POR,SAS
2018-19,2018-12-02,regular,UTA,MIA
2018-19,2018-12-03,regular,CLE,BKN
2018-19,2018-12-03,regular,DEN,TOR
2018-19,2018-12-03,regular,GSW,ATL
2018-19,2018-12-03,regular,HOU,MIN
2018-19,2018-12-03,regular,LAC,NOP
2018-19,2018-12-03,regular,OKC,DET
2018-19,2018-12-03,regular,WAS,NYK
2018-19,2018-12-04,regular,CHI,IND
2018-19,2018-12-04,regular,ORL,MIA
2018-19,2018-12-04,regular,POR,DAL
2018-19,2018-12-04,regular,SAC,PHX
2018-19,2018-12-04,regular,SAS,UTA
2018-19,2018-12-05,regular,CHA,MIN
2018-19,2018-12-05,regular,DAL,NOP
2018-19,2018-12-05,regular,DEN,ORL
2018-19,2018-12-05,regular,DET,MIL
2018-19,2018-12-05,regular,GSW,CLE
2018-19,2018-12-05,regular,LAC,MEM
2018-19,2018-12-05,regular,OKC,BKN
2018-19,2018-12-05,regular,PHI,TOR
2018-19,2018-12-05,regular,SAS,LAL
2018-19,2018-12-05,regular,WAS,ATL
2018-19,2018-12-06,regular,HOU,UTA
2018-19,2018-12-06,regular,NYK,BOS
2018-19,2018-12-06,regular,PHX,POR
2018-19,2018-12-07,regular,DEN,CHA
2018-19,2018-12-07,regular,GSW,MIL
2018-19,2018-12-07,regular,IND,ORL
2018-19,2018-12-07,regular,LAL,SAS
2018-19,2018-12-07,regular,MEM,NOP
2018-19,2018-12-07,regular,MIA,PHX
2018-19,2018-12-07,regular,OKC,CHI
2018-19,2018-12-07,regular,PHI,DET
2018-19,2018-12-07,regular,SAC,CLE
2018-19,2018-12-07,regular,TOR,BKN
2018-19,2018-12-08,regular,BKN,NYK
2018-19,2018-12-08,regular,BOS,CHI
2018-19,2018-12-08,regular,DEN,ATL
2018-19,2018-12-08,regular,HOU,DAL
2018-19,2018-12-08,regular,LAL,MEM
2018-19,2018-12-08,regular,MIA,LAC
2018-19,2018-12-08,regular,MIN,POR
2018-19,2018-12-08,regular,SAC,IND
2018-19,2018-12-08,regular,WAS,CLE
2018-19,2018-12-09,regular,CHA,NYK
2018-19,2018-12-09,regular,MIL,TOR
2018-19,2018-12-09,regular,NOP,DET
2018-19,2018-12-09,regular,UTA,SAS
2018-19,2018-12-10,regular,CLE,MIL
2018-19,2018-12-10,regular,DET,PHI
2018-19,2018-12-10,regular,LAC,PHX
2018-19,2018-12-10,regular,MEM,DEN
2018-19,2018-12-10,regular,MIA,LAL
2018-19,2018-12-10,regular,MIN,GSW
2018-19,2018-12-10,regular,NOP,BOS
2018-19,2018-12-10,regular,ORL,DAL
2018-19,2018-12-10,regular,SAC,CHI
2018-19,2018-12-10,regular,UTA,OKC
2018-19,2018-12-10,regular,WAS,IND
2018-19,2018-12-11,regular,PHX,SAS
2018-19,2018-12-11,regular,POR,HOU
2018-19,2018-12-11,regular,TOR,LAC
2018-19,2018-12-12,regular,ATL,DAL
2018-19,2018-12-12,regular,BKN,PHI
2018-19,2018-12-12,regular,BOS,WAS
2018-19,2018-12-12,regular,DET,CHA
2018-19,2018-12-12,regular,MIA,UTA
2018-19,2018-12-12,regular,MIL,IND
2018-19,2018-12-12,regular,MIN,SAC
2018-19,2018-12-12,regular,NYK,CLE
2018-19,2018-12-12,regular,OKC,NOP
2018-19,2018-12-12,regular,POR,MEM
2018-19,2018-12-12,regular,TOR,GSW
2018-19,2018-12-13,regular,CHI,ORL
2018-19,2018-12-13,regular,DAL,PHX
2018-19,2018-12-13,regular,LAC,SAS
2018-19,2018-12-13,regular,LAL,HOU
2018-19,2018-12-14,regular,ATL,BOS
2018-19,2018-12-14,regular,GSW,SAC
2018-19,2018-12-14,regular,IND,PHI
2018-19,2018-12-14,regular,MIA,MEM
2018-19,2018-12-14,regular,MIL,CLE
2018-19,2018-12-14,regular,NYK,CHA
2018-19,2018-12-14,regular,OKC,DEN
2018-19,2018-12-14,regular,TOR,POR
2018-19,2018-12-14,regular,WAS,BKN
2018-19,2018-12-15,regular,BOS,DET
2018-19,2018-12-15,regular,CHI,SAS
2018-19,2018-12-15,regular,HOU,MEM
2018-19,2018-12-15,regular,LAC,OKC
2018-19,2018-12-15,regular,LAL,CHA
2018-19,2018-12-15,regular,MIN,PHX
2018-19,2018-12-15,regular,UTA,ORL
2018-19,2018-12-16,regular,ATL,BKN
2018-19,2018-12-16,regular,LAL,WAS
2018-19,2018-12-16,regular,MIA,NOP
2018-19,2018-12-16,regular,NYK,IND
2018-19,2018-12-16,regular,PHI,CLE
2018-19,2018-12-16,regular,SAC,DAL
2018-19,2018-12-16,regular,TOR,DEN
2018-19,2018-12-17,regular,CHI,OKC
2018-19,2018-12-17,regular,MEM,GSW
2018-19,2018-12-17,regular,MIL,DET
2018-19,2018-12-17,regular,PHI,SAS
2018-19,2018-12-17,regular,PHX,NYK
2018-19,2018-12-17,regular,POR,LAC
2018-19,2018-12-17,regular,SAC,MIN
2018-19,2018-12-17,regular,UTA,HOU
2018-19,2018-12-18,regular,CLE,IND
2018-19,2018-12-18,regular,DAL,DEN
2018-19,2018-12-18,regular,LAL,BKN
2018-19,2018-12-18,regular,WAS,ATL
2018-19,2018-12-19,regular,BKN,CHI
2018-19,2018-12-19,regular,CLE,CHA
2018-19,2018-12-19,regular,DET,MIN
2018-19,2018-12-19,regular,GSW,UTA
2018-19,2018-12-19,regular,IND,TOR
2018-19,2018-12-19,regular,MEM,POR
2018-19,2018-12-19,regular,NOP,MIL
2018-19,2018-12-19,regular,NYK,PHI
2018-19,2018-12-19,regular,OKC,SAC
2018-19,2018-12-19,regular,PHX,BOS
2018-19,2018-12-19,regular,SAS,ORL
2018-19,2018-12-19,regular,WAS,HOU
2018-19,2018-12-20,regular,DAL,LAC
2018-19,2018-12-20,regular,HOU,MIA
2018-19,2018-12-21,regular,ATL,NYK
2018-19,2018-12-21,regular,CLE,TOR
2018-19,2018-12-21,regular,DET,CHA
2018-19,2018-12-21,regular,IND,BKN
2018-19,2018-12-21,regular,MEM,SAC
2018-19,2018-12-21,regular,MIL,BOS
2018-19,2018-12-21,regular,MIN,SAS
2018-19,2018-12-21,regular,NOP,LAL
2018-19,2018-12-21,regular,ORL,CHI
2018-19,2018-12-21,regular,UTA,POR
2018-19,2018-12-22,regular,DAL,GSW
2018-19,2018-12-22,regular,DEN,LAC
2018-19,2018-12-22,regular,MIL,MIA
2018-19,2018-12-22,regular,OKC,UTA
2018-19,2018-12-22,regular,PHX,WAS
2018-19,2018-12-22,regular,SAS,HOU
2018-19,2018-12-22,regular,TOR,PHI
2018-19,2018-12-23,regular,ATL,DET
2018-19,2018-12-23,regular,CHA,BOS
2018-19,2018-12-23,regular,CHI,CLE
2018-19,2018-12-23,regular,DAL,POR
2018-19,2018-12-23,regular,LAC,GSW
2018-19,2018-12-23,regular,MEM,LAL
2018-19,2018-12-23,regular,MIA,ORL
2018-19,2018-12-23,regular,MIN,OKC
2018-19,2018-12-23,regular,NOP,SAC
2018-19,2018-12-23,regular,PHX,BKN
2018-19,2018-12-23,regular,WAS,IND
2018-19,2018-12-25,regular,LAL,GSW
2018-19,2018-12-25,regular,MIL,NYK
2018-19,2018-12-25,regular,OKC,HOU
2018-19,2018-12-25,regular,PHI,BOS
2018-19,2018-12-25,regular,POR,UTA
2018-19,2018-12-26,regular,CHA,BKN
2018-19,2018-12-26,regular,CLE,MEM
2018-19,2018-12-26,regular,DEN,SAS
2018-19,2018-12-26,regular,IND,ATL
2018-19,2018-12-26,regular,MIN,CHI
2018-19,2018-12-26,regular,NOP,DAL
2018-19,2018-12-26,regular,PHX,ORL
2018-19,2018-12-26,regular,SAC,LAC
2018-19,2018-12-26,regular,TOR,MIA
2018-19,2018-12-26,regular,WAS,DET
2018-19,2018-12-27,regular,BOS,HOU
2018-19,2018-12-27,regular,LAL,SAC
2018-19,2018-12-27,regular,NYK,MIL
2018-19,2018-12-27,regular,PHI,UTA
2018-19,2018-12-27,regular,POR,GSW
2018-19,2018-12-28,regular,ATL,MIN
2018-19,2018-12-28,regular,BKN,CHA
2018-19,2018-12-28,regular,CHI,WAS
2018-19,2018-12-28,regular,CLE,MIA
2018-19,2018-12-28,regular,DAL,NOP
2018-19,2018-12-28,regular,DET,IND
2018-19,2018-12-28,regular,LAC,LAL
2018-19,2018-12-28,regular,OKC,PHX
2018-19,2018-12-28,regular,SAS,DEN
2018-19,2018-12-28,regular,TOR,ORL
2018-19,2018-12-29,regular,BKN,MIL
2018-19,2018-12-29,regular,BOS,MEM
2018-19,2018-12-29,regular,CHA,WAS
2018-19,2018-12-29,regular,CLE,ATL
2018-19,2018-12-29,regular,DEN,PHX
2018-19,2018-12-29,regular,GSW,POR
2018-19,2018-12-29,regular,HOU,NOP
2018-19,2018-12-29,regular,NYK,UTA
2018-19,2018-12-29,regular,SAS,LAC
2018-19,2018-12-30,regular,CHI,TOR
2018-19,2018-12-30,regular,DET,ORL
2018-19,2018-12-30,regular,MIN,MIA
2018-19,2018-12-30,regular,OKC,DAL
2018-19,2018-12-30,regular,PHI,POR
2018-19,2018-12-30,regular,SAC,LAL
2018-19,2018-12-31,regular,ATL,IND
2018-19,2018-12-31,regular,BOS,SAS
2018-19,2018-12-31,regular,DAL,OKC
