season,game_date,season_type,away_team,home_team
2023-24,2024-03-27,regular,GSW,ORL
2023-24,2024-03-27,regular,HOU,OKC
2023-24,2024-03-27,regular,IND,CHI
2023-24,2024-03-27,regular,LAC,PHI
2023-24,2024-03-27,regular,LAL,MEM
2023-24,2024-03-27,regular,NYK,TOR
2023-24,2024-03-27,regular,PHX,DEN
2023-24,2024-03-27,regular,POR,ATL
2023-24,2024-03-27,regular,SAS,UTA
2023-24,2024-03-28,regular,BOS,ATL
2023-24,2024-03-28,regular,MIL,NOP
2023-24,2024-03-29,regular,CHI,BKN
2023-24,2024-03-29,regular,DAL,SAC
2023-24,2024-03-29,regular,DET,WAS
2023-24,2024-03-29,regular,GSW,CHA
2023-24,2024-03-29,regular,HOU,UTA
2023-24,2024-03-29,regular,LAC,ORL
2023-24,2024-03-29,regular,LAL,IND
2023-24,2024-03-29,regular,MIN,DEN
2023-24,2024-03-29,regular,NYK,SAS
2023-24,2024-03-29,regular,PHI,CLE
2023-24,2024-03-29,regular,PHX,OKC
2023-24,2024-03-29,regular,POR,MIA
2023-24,2024-03-30,regular,BOS,NOP
2023-24,2024-03-30,regular,MEM,ORL
2023-24,2024-03-30,regular,MIL,ATL
2023-24,2024-03-31,regular,CHI,MIN
2023-24,2024-03-31,regular,CLE,DEN
2023-24,2024-03-31,regular,DAL,HOU
2023-24,2024-03-31,regular,GSW,SAS
2023-24,2024-03-31,regular,LAC,CHA
2023-24,2024-03-31,regular,LAL,BKN
2023-24,2024-03-31,regular,MIA,WAS
2023-24,2024-03-31,regular,OKC,NYK
2023-24,2024-03-31,regular,PHI,TOR
2023-24,2024-03-31,regular,UTA,SAC
2023-24,2024-04-01,regular,ATL,CHI
2023-24,2024-04-01,regular,BKN,IND
2023-24,2024-04-01,regular,BOS,CHA
2023-24,2024-04-01,regular,MEM,DET
2023-24,2024-04-01,regular,PHX,NOP
2023-24,2024-04-01,regular,POR,ORL
2023-24,2024-04-02,regular,CLE,UTA
2023-24,2024-04-02,regular,DAL,GSW
2023-24,2024-04-02,regular,HOU,MIN
2023-24,2024-04-02,regular,LAC,SAC
2023-24,2024-04-02,regular,LAL,TOR
2023-24,2024-04-02,regular,MIL,WAS
2023-24,2024-04-02,regular,NYK,MIA
2023-24,2024-04-02,regular,OKC,PHI
2023-24,2024-04-02,regular,SAS,DEN
2023-24,2024-04-03,regular,CLE,PHX
2023-24,2024-04-03,regular,DET,ATL
2023-24,2024-04-03,regular,IND,BKN
2023-24,2024-04-03,regular,LAL,WAS
2023-24,2024-04-03,regular,MEM,MIL
2023-24,2024-04-03,regular,OKC,BOS
2023-24,2024-04-03,regular,ORL,NOP
2023-24,2024-04-03,regular,POR,CHA
2023-24,2024-04-03,regular,TOR,MIN
2023-24,2024-04-04,regular,ATL,DAL
2023-24,2024-04-04,regular,DEN,LAC
2023-24,2024-04-04,regular,GSW,HOU
2023-24,2024-04-04,regular,PHI,MIA
2023-24,2024-04-04,regular,SAC,NYK
2023-24,2024-04-05,regular,DET,MEM
2023-24,2024-04-05,regular,GSW,DAL
2023-24,2024-04-05,regular,MIA,HOU
2023-24,2024-04-05,regular,MIN,PHX
2023-24,2024-04-05,regular,NYK,CHI
2023-24,2024-04-05,regular,OKC,IND
2023-24,2024-04-05,regular,ORL,CHA
2023-24,2024-04-05,regular,POR,WAS
2023-24,2024-04-05,regular,SAC,BOS
2023-24,2024-04-05,regular,SAS,NOP
2023-24,2024-04-05,regular,TOR,MIL
2023-24,2024-04-05,regular,UTA,LAC
2023-24,2024-04-06,regular,ATL,DEN
2023-24,2024-04-06,regular,CLE,LAL
2023-24,2024-04-06,regular,DET,BKN
2023-24,2024-04-06,regular,PHI,MEM
2023-24,2024-04-07,regular,CHI,ORL
2023-24,2024-04-07,regular,CLE,LAC
2023-24,2024-04-07,regular,HOU,DAL
2023-24,2024-04-07,regular,MIA,IND
2023-24,2024-04-07,regular,MIN,LAL
2023-24,2024-04-07,regular,NOP,PHX
2023-24,2024-04-07,regular,NYK,MIL
2023-24,2024-04-07,regular,OKC,CHA
2023-24,2024-04-07,regular,PHI,SAS
2023-24,2024-04-07,regular,POR,BOS
2023-24,2024-04-07,regular,SAC,BKN
2023-24,2024-04-07,regular,UTA,GSW
2023-24,2024-04-07,regular,WAS,TOR
2023-24,2024-04-09,regular,BOS,MIL
2023-24,2024-04-09,regular,DAL,CHA
2023-24,2024-04-09,regular,DEN,UTA
2023-24,2024-04-09,regular,DET,PHI
2023-24,2024-04-09,regular,GSW,LAL
2023-24,2024-04-09,regular,IND,TOR
2023-24,2024-04-09,regular,LAC,PHX
2023-24,2024-04-09,regular,MIA,ATL
2023-24,2024-04-09,regular,NOP,POR
2023-24,2024-04-09,regular,NYK,CHI
2023-24,2024-04-09,regular,ORL,HOU
2023-24,2024-04-09,regular,SAC,OKC
2023-24,2024-04-09,regular,SAS,MEM
2023-24,2024-04-09,regular,WAS,MIN
2023-24,2024-04-10,regular,CHA,ATL
2023-24,2024-04-10,regular,DAL,MIA
2023-24,2024-04-10,regular,MEM,CLE
2023-24,2024-04-10,regular,MIN,DEN
2023-24,2024-04-10,regular,ORL,MIL
2023-24,2024-04-10,regular,PHX,LAC
2023-24,2024-04-10,regular,SAS,OKC
2023-24,2024-04-10,regular,TOR,BKN
2023-24,2024-04-11,regular,CHI,DET
2023-24,2024-04-11,regular,GSW,POR
2023-24,2024-04-11,regular,HOU,UTA
2023-24,2024-04-11,regular,NOP,SAC
2023-24,2024-04-11,regular,NYK,BOS
2023-24,2024-04-12,regular,ATL,MIN
2023-24,2024-04-12,regular,BKN,NYK
2023-24,2024-04-12,regular,CHA,BOS
2023-24,2024-04-12,regular,CHI,WAS
2023-24,2024-04-12,regular,DEN,SAS
2023-24,2024-04-12,regular,DET,DAL
2023-24,2024-04-12,regular,HOU,POR
2023-24,2024-04-12,regular,IND,CLE
2023-24,2024-04-12,regular,LAL,MEM
2023-24,2024-04-12,regular,MIL,OKC
2023-24,2024-04-12,regular,NOP,GSW
2023-24,2024-04-12,regular,ORL,PHI
2023-24,2024-04-12,regular,PHX,SAC
2023-24,2024-04-12,regular,TOR,MIA
2023-24,2024-04-12,regular,UTA,LAC
2023-24,2024-04-14,regular,ATL,IND
2023-24,2024-04-14,regular,BKN,PHI
2023-24,2024-04-14,regular,CHA,CLE
2023-24,2024-04-14,regular,CHI,NYK
2023-24,2024-04-14,regular,DAL,OKC
2023-24,2024-04-14,regular,DEN,MEM
2023-24,2024-04-14,regular,DET,SAS
2023-24,2024-04-14,regular,HOU,LAC
2023-24,2024-04-14,regular,LAL,NOP
2023-24,2024-04-14,regular,MIL,ORL
2023-24,2024-04-14,regular,PHX,MIN
2023-24,2024-04-14,regular,POR,SAC
2023-24,2024-04-14,regular,TOR,MIA
2023-24,2024-04-14,regular,UTA,GSW
2023-24,2024-04-14,regular,WAS,BOS
2023-24,2024-04-16,play_in,GSW,SAC
2023-24,2024-04-16,play_in,LAL,NOP
2023-24,2024-04-17,play_in,ATL,CHI
2023-24,2024-04-17,play_in,MIA,PHI
2023-24,2024-04-19,play_in,CHI,MIA
2023-24,2024-04-19,play_in,SAC,NOP
2023-24,2024-04-20,playoffs,LAL,DEN
2023-24,2024-04-20,playoffs,ORL,CLE
2023-24,2024-04-20,playoffs,PHI,NYK
2023-24,2024-04-20,playoffs,PHX,MIN
2023-24,2024-04-21,playoffs,DAL,LAC
2023-24,2024-04-21,playoffs,IND,MIL
2023-24,2024-04-21,playoffs,MIA,BOS
2023-24,2024-04-21,playoffs,NOP,OKC
2023-24,2024-04-22,playoffs,LAL,DEN
2023-24,2024-04-22,playoffs,ORL,CLE
2023-24,2024-04-22,playoffs,PHI,NYK
2023-24,2024-04-23,playoffs,DAL,LAC
2023-24,2024-04-23,playoffs,IND,MIL
2023-24,2024-04-23,playoffs,PHX,MIN
2023-24,2024-04-24,playoffs,MIA,BOS
2023-24,2024-04-24,playoffs,NOP,OKC
2023-24,2024-04-25,playoffs,CLE,ORL
2023-24,2024-04-25,playoffs,DEN,LAL
2023-24,2024-04-25,playoffs,NYK,PHI
2023-24,2024-04-26,playoffs,LAC,DAL
2023-24,2024-04-26,playoffs,MIL,IND
2023-24,2024-04-26,playoffs,MIN,PHX
2023-24,2024-04-27,playoffs,BOS,MIA
2023-24,2024-04-27,playoffs,CLE,ORL
2023-24,2024-04-27,playoffs,DEN,LAL
2023-24,2024-04-27,playoffs,OKC,NOP
2023-24,2024-04-28,playoffs,LAC,DAL
2023-24,2024-04-28,playoffs,MIL,IND
2023-24,2024-04-28,playoffs,MIN,PHX
2023-24,2024-04-28,playoffs,NYK,PHI
2023-24,2024-04-29,playoffs,BOS,MIA
2023-24,2024-04-29,playoffs,LAL,DEN
2023-24,2024-04-29,playoffs,OKC,NOP
2023-24,2024-04-30,playoffs,IND,MIL
2023-24,2024-04-30,playoffs,ORL,CLE
2023-24,2024-04-30,playoffs,PHI,NYK
2023-24,2024-05-01,playoffs,DAL,LAC
2023-24,2024-05-01,playoffs,MIA,BOS
2023-24,2024-05-02,playoffs,MIL,IND
2023-24,2024-05-02,playoffs,NYK,PHI
2023-24,2024-05-03,playoffs,CLE,ORL
2023-24,2024-05-03,playoffs,LAC,DAL
2023-24,2024-05-04,playoffs,MIN,DEN
2023-24,2024-05-05,playoffs,ORL,CLE
2023-24,2024-05-06,playoffs,IND,NYK
2023-24,2024-05-06,playoffs,MIN,DEN
2023-24,2024-05-07,playoffs,CLE,BOS
2023-24,2024-05-07,playoffs,DAL,OKC
2023-24,2024-05-08,playoffs,IND,NYK
2023-24,2024-05-09,playoffs,CLE,BOS
2023-24,2024-05-09,playoffs,DAL,OKC
2023-24,2024-05-10,playoffs,DEN,MIN
2023-24,2024-05-10,playoffs,NYK,IND
2023-24,2024-05-11,playoffs,BOS,CLE
2023-24,2024-05-11,playoffs,OKC,DAL
2023-24,2024-05-12,playoffs,DEN,MIN
2023-24,2024-05-12,playoffs,NYK,IND
2023-24,2024-05-13,playoffs,BOS,CLE
2023-24,2024-05-13,playoffs,OKC,DAL
2023-24,2024-05-14,playoffs,IND,NYK
2023-24,2024-05-14,playoffs,MIN,DEN
2023-24,2024-05-15,playoffs,CLE,BOS
2023-24,2024-05-15,playoffs,DAL,OKC
2023-24,2024-05-16,playoffs,DEN,MIN
2023-24,2024-05-17,playoffs,NYK,IND
2023-24,2024-05-18,playoffs,OKC,DAL
2023-24,2024-05-19,playoffs,IND,NYK
2023-24,2024-05-19,playoffs,MIN,DEN
2023-24,2024-05-21,playoffs,IND,BOS
2023-24,2024-05-22,playoffs,DAL,MIN
2023-24,2024-05-23,playoffs,IND,BOS
2023-24,2024-05-24,playoffs,DAL,MIN
2023-24,2024-05-25,playoffs,BOS,IND
2023-24,2024-05-26,playoffs,MIN,DAL
2023-24,2024-05-27,playoffs,BOS,IND
2023-24,2024-05-28,playoffs,MIN,DAL
2023-24,2024-05-30,playoffs,DAL,MIN
2023-24,2024-06-06,playoffs,DAL,BOS
2023-24,2024-06-09,playoffs,DAL,BOS
2023-24,2024-06-12,playoffs,BOS,DAL
2023-24,2024-06-14,playoffs,BOS,DAL
2023-24,2024-06-17,playoffs,DAL,BOS
2024-25,2024-10-04,preseason,BOS,DEN
2024-25,2024-10-04,preseason,MIN,LAL
2024-25,2024-10-05,preseason,GSW,LAC
2024-25,2024-10-06,preseason,BOS,DEN
2024-25,2024-10-06,preseason,MIL,DET
2024-25,2024-10-06,preseason,NYK,CHA
2024-25,2024-10-06,preseason,PHX,LAL
2024-25,2024-10-06,preseason,TOR,WAS
2024-25,2024-10-07,preseason,HOU,UTA
2024-25,2024-10-07,preseason,MEM,DAL
2024-25,2024-10-07,preseason,OKC,SAS
2024-25,2024-10-07,preseason,ORL,NOP
2024-25,2024-10-08,preseason,BKN,LAC
2024-25,2024-10-08,preseason,CHI,CLE
2024-25,2024-10-08,preseason,IND,ATL
2024-25,2024-10-08,preseason,MIA,CHA
2024-25,2024-10-08,preseason,PHX,DET
2024-25,2024-10-09,preseason,GSW,SAC
2024-25,2024-10-09,preseason,HOU,OKC
2024-25,2024-10-09,preseason,ORL,SAS
2024-25,2024-10-09,preseason,WAS,NYK
2024-25,2024-10-10,preseason,CHA,MEM
2024-25,2024-10-10,preseason,IND,CLE
2024-25,2024-10-10,preseason,LAL,MIL
2024-25,2024-10-10,preseason,UTA,DAL
2024-25,2024-10-11,preseason,DET,PHX
2024-25,2024-10-11,preseason,PHI,MIN
2024-25,2024-10-11,preseason,POR,LAC
2024-25,2024-10-11,preseason,SAC,GSW
2024-25,2024-10-11,preseason,TOR,WAS
2024-25,2024-10-12,preseason,MEM,CHI
2024-25,2024-10-12,preseason,PHI,BOS
2024-25,2024-10-12,preseason,UTA,SAS
2024-25,2024-10-13,preseason,DET,GSW
2024-25,2024-10-13,preseason,MIN,NYK
2024-25,2024-10-13,preseason,NOP,MIA
2024-25,2024-10-13,preseason,PHX,DEN
2024-25,2024-10-13,preseason,POR,SAC
2024-25,2024-10-13,preseason,TOR,BOS
2024-25,2024-10-14,preseason,CHI,MIL
2024-25,2024-10-14,preseason,DAL,LAC
2024-25,2024-10-14,preseason,MEM,IND
2024-25,2024-10-14,preseason,PHI,ATL
2024-25,2024-10-14,preseason,WAS,BKN
2024-25,2024-10-15,preseason,BOS,TOR
2024-25,2024-10-15,preseason,CHA,NYK
2024-25,2024-10-15,preseason,GSW,LAL
2024-25,2024-10-15,preseason,NOP,HOU
2024-25,2024-10-15,preseason,OKC,DEN
2024-25,2024-10-15,preseason,SAC,UTA
2024-25,2024-10-15,preseason,SAS,MIA
2024-25,2024-10-16,preseason,ATL,MIA
2024-25,2024-10-16,preseason,BKN,PHI
2024-25,2024-10-16,preseason,CLE,DET
2024-25,2024-10-16,preseason,MIN,CHI
2024-25,2024-10-17,preseason,ATL,OKC
2024-25,2024-10-17,preseason,CHA,IND
2024-25,2024-10-17,preseason,DEN,MIN
2024-25,2024-10-17,preseason,LAL,PHX
2024-25,2024-10-17,preseason,MIL,DAL
2024-25,2024-10-17,preseason,SAC,LAC
2024-25,2024-10-17,preseason,SAS,HOU
2024-25,2024-10-18,preseason,CLE,CHI
2024-25,2024-10-18,preseason,LAL,GSW
2024-25,2024-10-18,preseason,MIA,MEM
2024-25,2024-10-18,preseason,NYK,WAS
2024-25,2024-10-18,preseason,PHI,ORL
2024-25,2024-10-18,preseason,TOR,BKN
2024-25,2024-10-18,preseason,UTA,POR
2024-25,2024-10-22,regular,MIN,LAL
2024-25,2024-10-22,regular,NYK,BOS
2024-25,2024-10-23,regular,BKN,ATL
2024-25,2024-10-23,regular,CHA,HOU
2024-25,2024-10-23,regular,CHI,NOP
2024-25,2024-10-23,regular,CLE,TOR
2024-25,2024-10-23,regular,GSW,POR
2024-25,2024-10-23,regular,IND,DET
2024-25,2024-10-23,regular,MEM,UTA
2024-25,2024-10-23,regular,MIL,PHI
2024-25,2024-10-23,regular,ORL,MIA
2024-25,2024-10-23,regular,PHX,LAC
2024-25,2024-10-24,regular,BOS,WAS
2024-25,2024-10-24,regular,MIN,SAC
2024-25,2024-10-24,regular,OKC,DEN
2024-25,2024-10-24,regular,SAS,DAL
2024-25,2024-10-25,regular,BKN,ORL
2024-25,2024-10-25,regular,CHA,ATL
2024-25,2024-10-25,regular,CHI,MIL
2024-25,2024-10-25,regular,DET,CLE
2024-25,2024-10-25,regular,GSW,UTA
2024-25,2024-10-25,regular,IND,NYK
2024-25,2024-10-25,regular,MEM,HOU
2024-25,2024-10-25,regular,NOP,POR
2024-25,2024-10-25,regular,PHI,TOR
2024-25,2024-10-25,regular,PHX,LAL
2024-25,2024-10-26,regular,BOS,DET
2024-25,2024-10-26,regular,CLE,WAS
2024-25,2024-10-26,regular,DAL,PHX
2024-25,2024-10-26,regular,HOU,SAS
2024-25,2024-10-26,regular,LAC,DEN
2024-25,2024-10-26,regular,MIA,CHA
2024-25,2024-10-26,regular,OKC,CHI
2024-25,2024-10-26,regular,ORL,MEM
2024-25,2024-10-26,regular,SAC,LAL
2024-25,2024-10-26,regular,TOR,MIN
2024-25,2024-10-27,regular,ATL,OKC
2024-25,2024-10-27,regular,LAC,GSW
2024-25,2024-10-27,regular,MIL,BKN
2024-25,2024-10-27,regular,NOP,POR
2024-25,2024-10-27,regular,PHI,IND
2024-25,2024-10-28,regular,CHI,MEM
2024-25,2024-10-28,regular,CLE,NYK
2024-25,2024-10-28,regular,DEN,TOR
2024-25,2024-10-28,regular,DET,MIA
2024-25,2024-10-28,regular,HOU,SAS
2024-25,2024-10-28,regular,IND,ORL
2024-25,2024-10-28,regular,LAL,PHX
2024-25,2024-10-28,regular,MIL,BOS
2024-25,2024-10-28,regular,POR,SAC
2024-25,2024-10-28,regular,UTA,DAL
2024-25,2024-10-28,regular,WAS,ATL
2024-25,2024-10-29,regular,DAL,MIN
2024-25,2024-10-29,regular,DEN,BKN
2024-25,2024-10-29,regular,NOP,GSW
2024-25,2024-10-29,regular,SAC,UTA
2024-25,2024-10-30,regular,ATL,WAS
2024-25,2024-10-30,regular,BKN,MEM
2024-25,2024-10-30,regular,BOS,IND
2024-25,2024-10-30,regular,DET,PHI
2024-25,2024-10-30,regular,LAL,CLE
2024-25,2024-10-30,regular,NOP,GSW
2024-25,2024-10-30,regular,NYK,MIA
2024-25,2024-10-30,regular,ORL,CHI
2024-25,2024-10-30,regular,POR,LAC
2024-25,2024-10-30,regular,SAS,OKC
2024-25,2024-10-30,regular,TOR,CHA
2024-25,2024-10-31,regular,HOU,DAL
2024-25,2024-10-31,regular,MIL,MEM
2024-25,2024-10-31,regular,PHX,LAC
2024-25,2024-10-31,regular,SAS,UTA
2024-25,2024-11-01,regular,BOS,CHA
2024-25,2024-11-01,regular,CHI,BKN
2024-25,2024-11-01,regular,DEN,MIN
2024-25,2024-11-01,regular,IND,NOP
2024-25,2024-11-01,regular,LAL,TOR
2024-25,2024-11-01,regular,NYK,DET
2024-25,2024-11-01,regular,OKC,POR
2024-25,2024-11-01,regular,ORL,CLE
2024-25,2024-11-01,regular,SAC,ATL
2024-25,2024-11-02,regular,BOS,CHA
2024-25,2024-11-02,regular,CLE,MIL
2024-25,2024-11-02,regular,GSW,HOU
2024-25,2024-11-02,regular,MEM,PHI
2024-25,2024-11-02,regular,MIA,WAS
2024-25,2024-11-02,regular,MIN,SAS
2024-25,2024-11-02,regular,OKC,LAC
2024-25,2024-11-02,regular,POR,PHX
2024-25,2024-11-02,regular,SAC,TOR
2024-25,2024-11-02,regular,UTA,DEN
2024-25,2024-11-03,regular,ATL,NOP
2024-25,2024-11-03,regular,DET,BKN
2024-25,2024-11-03,regular,ORL,DAL
2024-25,2024-11-04,regular,BOS,ATL
2024-25,2024-11-04,regular,CHA,MIN
2024-25,2024-11-04,regular,GSW,WAS
2024-25,2024-11-04,regular,IND,DAL
2024-25,2024-11-04,regular,LAL,DET
2024-25,2024-11-04,regular,MEM,BKN
2024-25,2024-11-04,regular,MIL,CLE
2024-25,2024-11-04,regular,NYK,HOU
2024-25,2024-11-04,regular,ORL,OKC
2024-25,2024-11-04,regular,PHI,PHX
2024-25,2024-11-04,regular,POR,NOP
2024-25,2024-11-04,regular,SAC,MIA
2024-25,2024-11-04,regular,SAS,LAC
2024-25,2024-11-04,regular,TOR,DEN
2024-25,2024-11-04,regular,UTA,CHI
2024-25,2024-11-06,regular,CHI,DAL
2024-25,2024-11-06,regular,CLE,NOP
2024-25,2024-11-06,regular,DET,CHA
2024-25,2024-11-06,regular,GSW,BOS
2024-25,2024-11-06,regular,LAL,MEM
2024-25,2024-11-06,regular,MIA,PHX
2024-25,2024-11-06,regular,NYK,ATL
2024-25,2024-11-06,regular,OKC,DEN
2024-25,2024-11-06,regular,ORL,IND
2024-25,2024-11-06,regular,PHI,LAC
2024-25,2024-11-06,regular,SAS,HOU
2024-25,2024-11-06,regular,TOR,SAC
2024-25,2024-11-07,regular,MIN,CHI
2024-25,2024-11-07,regular,POR,SAS
2024-25,2024-11-07,regular,UTA,MIL
2024-25,2024-11-08,regular,ATL,DET
2024-25,2024-11-08,regular,BKN,BOS
2024-25,2024-11-08,regular,GSW,CLE
2024-25,2024-11-08,regular,HOU,OKC
2024-25,2024-11-08,regular,IND,CHA
2024-25,2024-11-08,regular,LAC,SAC
2024-25,2024-11-08,regular,MIA,DEN
2024-25,2024-11-08,regular,MIL,NYK
2024-25,2024-11-08,regular,NOP,ORL
2024-25,2024-11-08,regular,PHI,LAL
2024-25,2024-11-08,regular,PHX,DAL
2024-25,2024-11-08,regular,POR,MIN
2024-25,2024-11-08,regular,WAS,MEM
2024-25,2024-11-09,regular,BKN,CLE
2024-25,2024-11-09,regular,CHI,ATL
2024-25,2024-11-09,regular,TOR,LAC
2024-25,2024-11-09,regular,UTA,SAS
2024-25,2024-11-10,regular,BOS,MIL
2024-25,2024-11-10,regular,CHA,PHI
2024-25,2024-11-10,regular,DAL,DEN
2024-25,2024-11-10,regular,GSW,OKC
2024-25,2024-11-10,regular,HOU,DET
2024-25,2024-11-10,regular,MEM,POR
2024-25,2024-11-10,regular,MIA,MIN
2024-25,2024-11-10,regular,NYK,IND
2024-25,2024-11-10,regular,SAC,PHX
2024-25,2024-11-10,regular,TOR,LAL
2024-25,2024-11-10,regular,WAS,ORL
2024-25,2024-11-11,regular,BKN,NOP
2024-25,2024-11-11,regular,CLE,CHI
2024-25,2024-11-11,regular,LAC,OKC
2024-25,2024-11-11,regular,SAC,SAS
2024-25,2024-11-11,regular,WAS,HOU
2024-25,2024-11-12,regular,ATL,BOS
2024-25,2024-11-12,regular,CHA,ORL
2024-25,2024-11-12,regular,DAL,GSW
2024-25,2024-11-12,regular,MIA,DET
2024-25,2024-11-12,regular,MIN,POR
2024-25,2024-11-12,regular,NYK,PHI
2024-25,2024-11-12,regular,PHX,UTA
2024-25,2024-11-12,regular,TOR,MIL
2024-25,2024-11-13,regular,BOS,BKN
2024-25,2024-11-13,regular,CHI,NYK
2024-25,2024-11-13,regular,CLE,PHI
2024-25,2024-11-13,regular,DET,MIL
2024-25,2024-11-13,regular,IND,ORL
2024-25,2024-11-13,regular,LAC,HOU
2024-25,2024-11-13,regular,MEM,LAL
2024-25,2024-11-13,regular,MIN,POR
2024-25,2024-11-13,regular,NOP,OKC
2024-25,2024-11-13,regular,PHX,SAC
2024-25,2024-11-13,regular,WAS,SAS
2024-25,2024-11-14,regular,DAL,UTA
2024-25,2024-11-15,regular,BKN,NYK
2024-25,2024-11-15,regular,CHI,CLE
2024-25,2024-11-15,regular,DEN,NOP
2024-25,2024-11-15,regular,DET,TOR
2024-25,2024-11-15,regular,LAC,HOU
2024-25,2024-11-15,regular,LAL,SAS
2024-25,2024-11-15,regular,MEM,GSW
2024-25,2024-11-15,regular,MIA,IND
2024-25,2024-11-15,regular,MIN,SAC
2024-25,2024-11-15,regular,PHI,ORL
2024-25,2024-11-15,regular,PHX,OKC
2024-25,2024-11-15,regular,WAS,ATL
2024-25,2024-11-16,regular,LAL,NOP
2024-25,2024-11-16,regular,MIL,CHA
2024-25,2024-11-16,regular,SAS,DAL
2024-25,2024-11-16,regular,TOR,BOS
2024-25,2024-11-16,regular,UTA,SAC
2024-25,2024-11-17,regular,ATL,POR
2024-25,2024-11-17,regular,BKN,NYK
2024-25,2024-11-17,regular,CHA,CLE
2024-25,2024-11-17,regular,DAL,OKC
2024-25,2024-11-17,regular,DEN,MEM
2024-25,2024-11-17,regular,DET,WAS
2024-25,2024-11-17,regular,HOU,CHI
2024-25,2024-11-17,regular,MIA,IND
2024-25,2024-11-17,regular,PHX,MIN
2024-25,2024-11-17,regular,UTA,LAC
2024-25,2024-11-18,regular,ATL,SAC
2024-25,2024-11-18,regular,CHI,DET
2024-25,2024-11-18,regular,GSW,LAC
2024-25,2024-11-18,regular,HOU,MIL
2024-25,2024-11-18,regular,IND,TOR
2024-25,2024-11-18,regular,ORL,PHX
2024-25,2024-11-18,regular,PHI,MIA
2024-25,2024-11-18,regular,WAS,NYK
2024-25,2024-11-19,regular,CHA,BKN
2024-25,2024-11-19,regular,CLE,BOS
2024-25,2024-11-19,regular,DEN,MEM
2024-25,2024-11-19,regular,NOP,DAL
2024-25,2024-11-19,regular,OKC,SAS
2024-25,2024-11-19,regular,UTA,LAL
2024-25,2024-11-20,regular,ATL,GSW
2024-25,2024-11-20,regular,CHI,MIL
2024-25,2024-11-20,regular,IND,HOU
2024-25,2024-11-20,regular,NOP,CLE
2024-25,2024-11-20,regular,NYK,PHX
2024-25,2024-11-20,regular,ORL,LAC
2024-25,2024-11-20,regular,PHI,MEM
2024-25,2024-11-20,regular,POR,OKC
2024-25,2024-11-21,regular,DET,CHA
2024-25,2024-11-21,regular,MIN,TOR
2024-25,2024-11-21,regular,ORL,LAL
2024-25,2024-11-21,regular,UTA,SAS
2024-25,2024-11-22,regular,ATL,CHI
2024-25,2024-11-22,regular,BKN,PHI
2024-25,2024-11-22,regular,BOS,WAS
2024-25,2024-11-22,regular,DAL,DEN
2024-25,2024-11-22,regular,GSW,NOP
2024-25,2024-11-22,regular,IND,MIL
2024-25,2024-11-22,regular,POR,HOU
2024-25,2024-11-22,regular,SAC,LAC
2024-25,2024-11-23,regular,CHA,MIL
2024-25,2024-11-23,regular,DEN,LAL
2024-25,2024-11-23,regular,DET,ORL
2024-25,2024-11-23,regular,GSW,SAS
2024-25,2024-11-23,regular,MEM,CHI
2024-25,2024-11-23,regular,NYK,UTA
2024-25,2024-11-23,regular,POR,HOU
2024-25,2024-11-24,regular,BKN,SAC
2024-25,2024-11-24,regular,DAL,MIA
2024-25,2024-11-24,regular,LAC,PHI
2024-25,2024-11-24,regular,MIN,BOS
2024-25,2024-11-24,regular,TOR,CLE
2024-25,2024-11-24,regular,WAS,IND
2024-25,2024-11-25,regular,BKN,GSW
2024-25,2024-11-25,regular,DAL,ATL
2024-25,2024-11-25,regular,LAC,BOS
2024-25,2024-11-25,regular,NOP,IND
2024-25,2024-11-25,regular,NYK,DEN
2024-25,2024-11-25,regular,OKC,SAC
2024-25,2024-11-25,regular,ORL,CHA
2024-25,2024-11-25,regular,POR,MEM
2024-25,2024-11-25,regular,TOR,DET
2024-25,2024-11-26,regular,CHI,WAS
2024-25,2024-11-26,regular,HOU,MIN
2024-25,2024-11-26,regular,LAL,PHX
2024-25,2024-11-26,regular,MIL,MIA
2024-25,2024-11-26,regular,SAS,UTA
2024-25,2024-11-27,regular,ATL,CLE
2024-25,2024-11-27,regular,BKN,PHX
2024-25,2024-11-27,regular,CHI,ORL
2024-25,2024-11-27,regular,DEN,UTA
2024-25,2024-11-27,regular,DET,MEM
2024-25,2024-11-27,regular,HOU,PHI
2024-25,2024-11-27,regular,LAC,WAS
2024-25,2024-11-27,regular,LAL,SAS
2024-25,2024-11-27,regular,MIA,CHA
2024-25,2024-11-27,regular,NYK,DAL
2024-25,2024-11-27,regular,OKC,GSW
2024-25,2024-11-27,regular,POR,IND
2024-25,2024-11-27,regular,SAC,MIN
2024-25,2024-11-27,regular,TOR,NOP
2024-25,2024-11-29,regular,BOS,CHI
2024-25,2024-11-29,regular,CLE,ATL
2024-25,2024-11-29,regular,DET,IND
2024-25,2024-11-29,regular,LAC,MIN
2024-25,2024-11-29,regular,NOP,MEM
2024-25,2024-11-29,regular,NYK,CHA
2024-25,2024-11-29,regular,OKC,LAL
2024-25,2024-11-29,regular,ORL,BKN
2024-25,2024-11-29,regular,SAC,POR
2024-25,2024-11-29,regular,TOR,MIA
2024-25,2024-11-30,regular,ATL,CHA
2024-25,2024-11-30,regular,DAL,UTA
2024-25,2024-11-30,regular,GSW,PHX
2024-25,2024-11-30,regular,PHI,DET
2024-25,2024-11-30,regular,WAS,MIL
2024-25,2024-12-01,regular,BOS,CLE
