season,game_date,season_type,away_team,home_team,matchup
2022-23,2022-12-26,regular,Charlotte Hornets,Portland Trail Blazers,CHA@POR
2022-23,2022-12-26,regular,Houston Rockets,Chicago Bulls,HOU@CHI
2022-23,2022-12-26,regular,Indiana Pacers,New Orleans Pelicans,IND@NOP
2022-23,2022-12-26,regular,LA Clippers,Detroit Pistons,LAC@DET
2022-23,2022-12-26,regular,Minnesota Timberwolves,Miami Heat,MIN@MIA
2022-23,2022-12-26,regular,Utah Jazz,San Antonio Spurs,UTA@SAS
2022-23,2022-12-27,regular,Atlanta Hawks,Indiana Pacers,ATL@IND
2022-23,2022-12-27,regular,Charlotte Hornets,Golden State Warriors,CHA@GSW
2022-23,2022-12-27,regular,Denver Nuggets,Sacramento Kings,DEN@SAC
2022-23,2022-12-27,regular,Houston Rockets,Boston Celtics,HOU@BOS
2022-23,2022-12-27,regular,LA Clippers,Toronto Raptors,LAC@TOR
2022-23,2022-12-27,regular,Los Angeles Lakers,Orlando Magic,LAL@ORL
2022-23,2022-12-27,regular,New York Knicks,Dallas Mavericks,NYK@DAL
2022-23,2022-12-27,regular,Philadelphia 76ers,Washington Wizards,PHI@WAS
2022-23,2022-12-27,regular,Phoenix Suns,Memphis Grizzlies,PHX@MEM
2022-23,2022-12-27,regular,San Antonio Spurs,Oklahoma City Thunder,SAS@OKC
2022-23,2022-12-28,regular,Brooklyn Nets,Atlanta Hawks,BKN@ATL
2022-23,2022-12-28,regular,Denver Nuggets,Sacramento Kings,DEN@SAC
2022-23,2022-12-28,regular,Los Angeles Lakers,Miami Heat,LAL@MIA
2022-23,2022-12-28,regular,Milwaukee Bucks,Chicago Bulls,MIL@CHI
2022-23,2022-12-28,regular,Minnesota Timberwolves,New Orleans Pelicans,MIN@NOP
2022-23,2022-12-28,regular,Orlando Magic,Detroit Pistons,ORL@DET
2022-23,2022-12-28,regular,Phoenix Suns,Washington Wizards,PHX@WAS
2022-23,2022-12-28,regular,Utah Jazz,Golden State Warriors,UTA@GSW
2022-23,2022-12-29,regular,Cleveland Cavaliers,Indiana Pacers,CLE@IND
2022-23,2022-12-29,regular,Houston Rockets,Dallas Mavericks,HOU@DAL
2022-23,2022-12-29,regular,LA Clippers,Boston Celtics,LAC@BOS
2022-23,2022-12-29,regular,Memphis Grizzlies,Toronto Raptors,MEM@TOR
2022-23,2022-12-29,regular,New York Knicks,San Antonio Spurs,NYK@SAS
2022-23,2022-12-29,regular,Oklahoma City Thunder,Charlotte Hornets,OKC@CHA
2022-23,2022-12-30,regular,Detroit Pistons,Chicago Bulls,DET@CHI
2022-23,2022-12-30,regular,Los Angeles Lakers,Atlanta Hawks,LAL@ATL
2022-23,2022-12-30,regular,Miami Heat,Denver Nuggets,MIA@DEN
2022-23,2022-12-30,regular,Minnesota Timberwolves,Milwaukee Bucks,MIN@MIL
2022-23,2022-12-30,regular,Philadelphia 76ers,New Orleans Pelicans,PHI@NOP
2022-23,2022-12-30,regular,Phoenix Suns,Toronto Raptors,PHX@TOR
2022-23,2022-12-30,regular,Portland Trail Blazers,Golden State Warriors,POR@GSW
2022-23,2022-12-30,regular,Utah Jazz,Sacramento Kings,UTA@SAC
2022-23,2022-12-30,regular,Washington Wizards,Orlando Magic,WAS@ORL
2022-23,2022-12-31,regular,Brooklyn Nets,Charlotte Hornets,BKN@CHA
2022-23,2022-12-31,regular,Cleveland Cavaliers,Chicago Bulls,CLE@CHI
2022-23,2022-12-31,regular,Dallas Mavericks,San Antonio Spurs,DAL@SAS
2022-23,2022-12-31,regular,Detroit Pistons,Minnesota Timberwolves,DET@MIN
2022-23,2022-12-31,regular,LA Clippers,Indiana Pacers,LAC@IND
2022-23,2022-12-31,regular,Miami Heat,Utah Jazz,MIA@UTA
2022-23,2022-12-31,regular,New Orleans Pelicans,Memphis Grizzlies,NOP@MEM
2022-23,2022-12-31,regular,New York Knicks,Houston Rockets,NYK@HOU
2022-23,2022-12-31,regular,Philadelphia 76ers,Oklahoma City Thunder,PHI@OKC
2022-23,2023-01-01,regular,Boston Celtics,Denver Nuggets,BOS@DEN
2022-23,2023-01-01,regular,Sacramento Kings,Memphis Grizzlies,SAC@MEM
2022-23,2023-01-01,regular,Washington Wizards,Milwaukee Bucks,WAS@MIL
2022-23,2023-01-02,regular,Atlanta Hawks,Golden State Warriors,ATL@GSW
2022-23,2023-01-02,regular,Chicago Bulls,Cleveland Cavaliers,CHI@CLE
2022-23,2023-01-02,regular,Dallas Mavericks,Houston Rockets,DAL@HOU
2022-23,2023-01-02,regular,Denver Nuggets,Minnesota Timberwolves,DEN@MIN
2022-23,2023-01-02,regular,Detroit Pistons,Portland Trail Blazers,DET@POR
2022-23,2023-01-02,regular,Los Angeles Lakers,Charlotte Hornets,LAL@CHA
2022-23,2023-01-02,regular,Miami Heat,LA Clippers,MIA@LAC
2022-23,2023-01-02,regular,New Orleans Pelicans,Philadelphia 76ers,NOP@PHI
2022-23,2023-01-02,regular,Phoenix Suns,New York Knicks,PHX@NYK
2022-23,2023-01-02,regular,San Antonio Spurs,Brooklyn Nets,SAS@BKN
2022-23,2023-01-02,regular,Toronto Raptors,Indiana Pacers,TOR@IND
2022-23,2023-01-03,regular,Boston Celtics,Oklahoma City Thunder,BOS@OKC
2022-23,2023-01-03,regular,Sacramento Kings,Utah Jazz,SAC@UTA
2022-23,2023-01-03,regular,Washington Wizards,Milwaukee Bucks,WAS@MIL
2022-23,2023-01-04,regular,Atlanta Hawks,Sacramento Kings,ATL@SAC
2022-23,2023-01-04,regular,Brooklyn Nets,Chicago Bulls,BKN@CHI
2022-23,2023-01-04,regular,Detroit Pistons,Golden State Warriors,DET@GSW
2022-23,2023-01-04,regular,Houston Rockets,New Orleans Pelicans,HOU@NOP
2022-23,2023-01-04,regular,Indiana Pacers,Philadelphia 76ers,IND@PHI
2022-23,2023-01-04,regular,Memphis Grizzlies,Charlotte Hornets,MEM@CHA
2022-23,2023-01-04,regular,Miami Heat,Los Angeles Lakers,MIA@LAL
2022-23,2023-01-04,regular,Milwaukee Bucks,Toronto Raptors,MIL@TOR
2022-23,2023-01-04,regular,Oklahoma City Thunder,Orlando Magic,OKC@ORL
2022-23,2023-01-04,regular,Phoenix Suns,Cleveland Cavaliers,PHX@CLE
2022-23,2023-01-04,regular,Portland Trail Blazers,Minnesota Timberwolves,POR@MIN
2022-23,2023-01-04,regular,San Antonio Spurs,New York Knicks,SAS@NYK
2022-23,2023-01-05,regular,Boston Celtics,Dallas Mavericks,BOS@DAL
2022-23,2023-01-05,regular,LA Clippers,Denver Nuggets,LAC@DEN
2022-23,2023-01-05,regular,Memphis Grizzlies,Orlando Magic,MEM@ORL
2022-23,2023-01-05,regular,Utah Jazz,Houston Rockets,UTA@HOU
2022-23,2023-01-06,regular,Atlanta Hawks,Los Angeles Lakers,ATL@LAL
2022-23,2023-01-06,regular,Brooklyn Nets,New Orleans Pelicans,BKN@NOP
2022-23,2023-01-06,regular,Charlotte Hornets,Milwaukee Bucks,CHA@MIL
2022-23,2023-01-06,regular,Chicago Bulls,Philadelphia 76ers,CHI@PHI
2022-23,2023-01-06,regular,Cleveland Cavaliers,Denver Nuggets,CLE@DEN
2022-23,2023-01-06,regular,Detroit Pistons,San Antonio Spurs,DET@SAS
2022-23,2023-01-06,regular,LA Clippers,Minnesota Timberwolves,LAC@MIN
2022-23,2023-01-06,regular,Miami Heat,Phoenix Suns,MIA@PHX
2022-23,2023-01-06,regular,New York Knicks,Toronto Raptors,NYK@TOR
2022-23,2023-01-06,regular,Portland Trail Blazers,Indiana Pacers,POR@IND
2022-23,2023-01-06,regular,Washington Wizards,Oklahoma City Thunder,WAS@OKC
2022-23,2023-01-07,regular,Boston Celtics,San Antonio Spurs,BOS@SAS
2022-23,2023-01-07,regular,Los Angeles Lakers,Sacramento Kings,LAL@SAC
2022-23,2023-01-07,regular,New Orleans Pelicans,Dallas Mavericks,NOP@DAL
2022-23,2023-01-07,regular,Orlando Magic,Golden State Warriors,ORL@GSW
2022-23,2023-01-07,regular,Utah Jazz,Chicago Bulls,UTA@CHI
2022-23,2023-01-08,regular,Atlanta Hawks,LA Clippers,ATL@LAC
2022-23,2023-01-08,regular,Brooklyn Nets,Miami Heat,BKN@MIA
2022-23,2023-01-08,regular,Charlotte Hornets,Indiana Pacers,CHA@IND
2022-23,2023-01-08,regular,Cleveland Cavaliers,Phoenix Suns,CLE@PHX
2022-23,2023-01-08,regular,Dallas Mavericks,Oklahoma City Thunder,DAL@OKC
2022-23,2023-01-08,regular,Minnesota Timberwolves,Houston Rockets,MIN@HOU
2022-23,2023-01-08,regular,Philadelphia 76ers,Detroit Pistons,PHI@DET
2022-23,2023-01-08,regular,Portland Trail Blazers,Toronto Raptors,POR@TOR
2022-23,2023-01-08,regular,Utah Jazz,Memphis Grizzlies,UTA@MEM
2022-23,2023-01-09,regular,Chicago Bulls,Boston Celtics,CHI@BOS
2022-23,2023-01-09,regular,Los Angeles Lakers,Denver Nuggets,LAL@DEN
2022-23,2023-01-09,regular,Milwaukee Bucks,New York Knicks,MIL@NYK
2022-23,2023-01-09,regular,New Orleans Pelicans,Washington Wizards,NOP@WAS
2022-23,2023-01-09,regular,Orlando Magic,Sacramento Kings,ORL@SAC
2022-23,2023-01-09,regular,San Antonio Spurs,Memphis Grizzlies,SAS@MEM
2022-23,2023-01-10,regular,Charlotte Hornets,Toronto Raptors,CHA@TOR
2022-23,2023-01-10,regular,Cleveland Cavaliers,Utah Jazz,CLE@UTA
2022-23,2023-01-10,regular,Dallas Mavericks,LA Clippers,DAL@LAC
2022-23,2023-01-10,regular,Detroit Pistons,Philadelphia 76ers,DET@PHI
2022-23,2023-01-10,regular,Oklahoma City Thunder,Miami Heat,OKC@MIA
2022-23,2023-01-10,regular,Orlando Magic,Portland Trail Blazers,ORL@POR
2022-23,2023-01-10,regular,Phoenix Suns,Golden State Warriors,PHX@GSW
2022-23,2023-01-11,regular,Chicago Bulls,Washington Wizards,CHI@WAS
2022-23,2023-01-11,regular,Houston Rockets,Sacramento Kings,HOU@SAC
2022-23,2023-01-11,regular,Indiana Pacers,New York Knicks,IND@NYK
2022-23,2023-01-11,regular,Milwaukee Bucks,Atlanta Hawks,MIL@ATL
2022-23,2023-01-11,regular,Minnesota Timberwolves,Detroit Pistons,MIN@DET
2022-23,2023-01-11,regular,New Orleans Pelicans,Boston Celtics,NOP@BOS
2022-23,2023-01-11,regular,Phoenix Suns,Denver Nuggets,PHX@DEN
2022-23,2023-01-11,regular,San Antonio Spurs,Memphis Grizzlies,SAS@MEM
2022-23,2023-01-12,regular,Boston Celtics,Brooklyn Nets,BOS@BKN
2022-23,2023-01-12,regular,Charlotte Hornets,Toronto Raptors,CHA@TOR
2022-23,2023-01-12,regular,Cleveland Cavaliers,Portland Trail Blazers,CLE@POR
2022-23,2023-01-12,regular,Dallas Mavericks,Los Angeles Lakers,DAL@LAL
2022-23,2023-01-12,regular,Milwaukee Bucks,Miami Heat,MIL@MIA
2022-23,2023-01-12,regular,Oklahoma City Thunder,Philadelphia 76ers,OKC@PHI
2022-23,2023-01-13,regular,Atlanta Hawks,Indiana Pacers,ATL@IND
2022-23,2023-01-13,regular,Denver Nuggets,LA Clippers,DEN@LAC
2022-23,2023-01-13,regular,Golden State Warriors,San Antonio Spurs,GSW@SAS
2022-23,2023-01-13,regular,Houston Rockets,Sacramento Kings,HOU@SAC
2022-23,2023-01-13,regular,New Orleans Pelicans,Detroit Pistons,NOP@DET
2022-23,2023-01-13,regular,New York Knicks,Washington Wizards,NYK@WAS
2022-23,2023-01-13,regular,Oklahoma City Thunder,Chicago Bulls,OKC@CHI
2022-23,2023-01-13,regular,Orlando Magic,Utah Jazz,ORL@UTA
2022-23,2023-01-13,regular,Phoenix Suns,Minnesota Timberwolves,PHX@MIN
2022-23,2023-01-14,regular,Atlanta Hawks,Toronto Raptors,ATL@TOR
2022-23,2023-01-14,regular,Boston Celtics,Charlotte Hornets,BOS@CHA
2022-23,2023-01-14,regular,Cleveland Cavaliers,Minnesota Timberwolves,CLE@MIN
2022-23,2023-01-14,regular,Dallas Mavericks,Portland Trail Blazers,DAL@POR
2022-23,2023-01-14,regular,Memphis Grizzlies,Indiana Pacers,MEM@IND
2022-23,2023-01-14,regular,Milwaukee Bucks,Miami Heat,MIL@MIA
2022-23,2023-01-14,regular,Philadelphia 76ers,Utah Jazz,PHI@UTA
2022-23,2023-01-15,regular,Dallas Mavericks,Portland Trail Blazers,DAL@POR
2022-23,2023-01-15,regular,Golden State Warriors,Chicago Bulls,GSW@CHI
2022-23,2023-01-15,regular,Houston Rockets,LA Clippers,HOU@LAC
2022-23,2023-01-15,regular,New York Knicks,Detroit Pistons,NYK@DET
2022-23,2023-01-15,regular,Oklahoma City Thunder,Brooklyn Nets,OKC@BKN
2022-23,2023-01-15,regular,Orlando Magic,Denver Nuggets,ORL@DEN
2022-23,2023-01-15,regular,Philadelphia 76ers,Los Angeles Lakers,PHI@LAL
2022-23,2023-01-15,regular,Sacramento Kings,San Antonio Spurs,SAC@SAS
2022-23,2023-01-16,regular,Boston Celtics,Charlotte Hornets,BOS@CHA
2022-23,2023-01-16,regular,Golden State Warriors,Washington Wizards,GSW@WAS
2022-23,2023-01-16,regular,Houston Rockets,Los Angeles Lakers,HOU@LAL
2022-23,2023-01-16,regular,Indiana Pacers,Milwaukee Bucks,IND@MIL
2022-23,2023-01-16,regular,Miami Heat,Atlanta Hawks,MIA@ATL
2022-23,2023-01-16,regular,New Orleans Pelicans,Cleveland Cavaliers,NOP@CLE
2022-23,2023-01-16,regular,Phoenix Suns,Memphis Grizzlies,PHX@MEM
2022-23,2023-01-16,regular,Toronto Raptors,New York Knicks,TOR@NYK
2022-23,2023-01-16,regular,Utah Jazz,Minnesota Timberwolves,UTA@MIN
2022-23,2023-01-17,regular,Brooklyn Nets,San Antonio Spurs,BKN@SAS
2022-23,2023-01-17,regular,Philadelphia 76ers,LA Clippers,PHI@LAC
2022-23,2023-01-17,regular,Portland Trail Blazers,Denver Nuggets,POR@DEN
2022-23,2023-01-17,regular,Toronto Raptors,Milwaukee Bucks,TOR@MIL
2022-23,2023-01-18,regular,Atlanta Hawks,Dallas Mavericks,ATL@DAL
2022-23,2023-01-18,regular,Charlotte Hornets,Houston Rockets,CHA@HOU
2022-23,2023-01-18,regular,Cleveland Cavaliers,Memphis Grizzlies,CLE@MEM
2022-23,2023-01-18,regular,Indiana Pacers,Oklahoma City Thunder,IND@OKC
2022-23,2023-01-18,regular,LA Clippers,Utah Jazz,LAC@UTA
2022-23,2023-01-18,regular,Miami Heat,New Orleans Pelicans,MIA@NOP
2022-23,2023-01-18,regular,Minnesota Timberwolves,Denver Nuggets,MIN@DEN
2022-23,2023-01-18,regular,Sacramento Kings,Los Angeles Lakers,SAC@LAL
2022-23,2023-01-18,regular,Washington Wizards,New York Knicks,WAS@NYK
2022-23,2023-01-19,regular,Brooklyn Nets,Phoenix Suns,BKN@PHX
2022-23,2023-01-19,regular,Chicago Bulls,Detroit Pistons,CHI@DET
2022-23,2023-01-19,regular,Golden State Warriors,Boston Celtics,GSW@BOS
2022-23,2023-01-19,regular,Philadelphia 76ers,Portland Trail Blazers,PHI@POR
2022-23,2023-01-19,regular,Toronto Raptors,Minnesota Timberwolves,TOR@MIN
2022-23,2023-01-20,regular,Brooklyn Nets,Utah Jazz,BKN@UTA
2022-23,2023-01-20,regular,Golden State Warriors,Cleveland Cavaliers,GSW@CLE
2022-23,2023-01-20,regular,Indiana Pacers,Denver Nuggets,IND@DEN
2022-23,2023-01-20,regular,LA Clippers,San Antonio Spurs,LAC@SAS
2022-23,2023-01-20,regular,Memphis Grizzlies,Los Angeles Lakers,MEM@LAL
2022-23,2023-01-20,regular,Miami Heat,Dallas Mavericks,MIA@DAL
2022-23,2023-01-20,regular,New Orleans Pelicans,Orlando Magic,NOP@ORL
2022-23,2023-01-20,regular,New York Knicks,Atlanta Hawks,NYK@ATL
2022-23,2023-01-20,regular,Oklahoma City Thunder,Sacramento Kings,OKC@SAC
2022-23,2023-01-21,regular,Boston Celtics,Toronto Raptors,BOS@TOR
2022-23,2023-01-21,regular,Charlotte Hornets,Atlanta Hawks,CHA@ATL
2022-23,2023-01-21,regular,Houston Rockets,Minnesota Timberwolves,HOU@MIN
2022-23,2023-01-21,regular,Indiana Pacers,Phoenix Suns,IND@PHX
2022-23,2023-01-21,regular,Milwaukee Bucks,Cleveland Cavaliers,MIL@CLE
2022-23,2023-01-21,regular,Orlando Magic,Washington Wizards,ORL@WAS
2022-23,2023-01-21,regular,Philadelphia 76ers,Sacramento Kings,PHI@SAC
2022-23,2023-01-22,regular,Brooklyn Nets,Golden State Warriors,BKN@GSW
2022-23,2023-01-22,regular,LA Clippers,Dallas Mavericks,LAC@DAL
2022-23,2023-01-22,regular,Los Angeles Lakers,Portland Trail Blazers,LAL@POR
2022-23,2023-01-22,regular,Memphis Grizzlies,Phoenix Suns,MEM@PHX
2022-23,2023-01-22,regular,New Orleans Pelicans,Miami Heat,NOP@MIA
2022-23,2023-01-22,regular,New York Knicks,Toronto Raptors,NYK@TOR
2022-23,2023-01-22,regular,Oklahoma City Thunder,Denver Nuggets,OKC@DEN
2022-23,2023-01-23,regular,Atlanta Hawks,Chicago Bulls,ATL@CHI
2022-23,2023-01-23,regular,Boston Celtics,Orlando Magic,BOS@ORL
2022-23,2023-01-23,regular,Charlotte Hornets,Utah Jazz,CHA@UTA
2022-23,2023-01-23,regular,Memphis Grizzlies,Sacramento Kings,MEM@SAC
2022-23,2023-01-23,regular,Milwaukee Bucks,Detroit Pistons,MIL@DET
2022-23,2023-01-23,regular,Minnesota Timberwolves,Houston Rockets,MIN@HOU
2022-23,2023-01-23,regular,San Antonio Spurs,Portland Trail Blazers,SAS@POR
2022-23,2023-01-24,regular,Boston Celtics,Miami Heat,BOS@MIA
2022-23,2023-01-24,regular,Charlotte Hornets,Phoenix Suns,CHA@PHX
2022-23,2023-01-24,regular,Chicago Bulls,Indiana Pacers,CHI@IND
2022-23,2023-01-24,regular,Cleveland Cavaliers,New York Knicks,CLE@NYK
2022-23,2023-01-24,regular,Denver Nuggets,New Orleans Pelicans,DEN@NOP
2022-23,2023-01-24,regular,LA Clippers,Los Angeles Lakers,LAC@LAL
2022-23,2023-01-24,regular,Washington Wizards,Dallas Mavericks,WAS@DAL
2022-23,2023-01-25,regular,Atlanta Hawks,Oklahoma City Thunder,ATL@OKC
2022-23,2023-01-25,regular,Brooklyn Nets,Philadelphia 76ers,BKN@PHI
2022-23,2023-01-25,regular,Denver Nuggets,Milwaukee Bucks,DEN@MIL
2022-23,2023-01-25,regular,Indiana Pacers,Orlando Magic,IND@ORL
2022-23,2023-01-25,regular,Memphis Grizzlies,Golden State Warriors,MEM@GSW
2022-23,2023-01-25,regular,Minnesota Timberwolves,New Orleans Pelicans,MIN@NOP
2022-23,2023-01-25,regular,San Antonio Spurs,Los Angeles Lakers,SAS@LAL
2022-23,2023-01-25,regular,Toronto Raptors,Sacramento Kings,TOR@SAC
2022-23,2023-01-25,regular,Utah Jazz,Portland Trail Blazers,UTA@POR
2022-23,2023-01-25,regular,Washington Wizards,Houston Rockets,WAS@HOU
2022-23,2023-01-26,regular,Chicago Bulls,Charlotte Hornets,CHI@CHA
2022-23,2023-01-26,regular,Cleveland Cavaliers,Houston Rockets,CLE@HOU
2022-23,2023-01-26,regular,Dallas Mavericks,Phoenix Suns,DAL@PHX
2022-23,2023-01-26,regular,Detroit Pistons,Brooklyn Nets,DET@BKN
2022-23,2023-01-26,regular,New York Knicks,Boston Celtics,NYK@BOS
2022-23,2023-01-26,regular,San Antonio Spurs,LA Clippers,SAS@LAC
2022-23,2023-01-27,regular,Cleveland Cavaliers,Oklahoma City Thunder,CLE@OKC
2022-23,2023-01-27,regular,Memphis Grizzlies,Minnesota Timberwolves,MEM@MIN
2022-23,2023-01-27,regular,Milwaukee Bucks,Indiana Pacers,MIL@IND
2022-23,2023-01-27,regular,Orlando Magic,Miami Heat,ORL@MIA
2022-23,2023-01-27,regular,Toronto Raptors,Golden State Warriors,TOR@GSW
2022-23,2023-01-28,regular,Chicago Bulls,Orlando Magic,CHI@ORL
2022-23,2023-01-28,regular,Dallas Mavericks,Utah Jazz,DAL@UTA
2022-23,2023-01-28,regular,Denver Nuggets,Philadelphia 76ers,DEN@PHI
2022-23,2023-01-28,regular,Houston Rockets,Detroit Pistons,HOU@DET
2022-23,2023-01-28,regular,LA Clippers,Atlanta Hawks,LAC@ATL
2022-23,2023-01-28,regular,Los Angeles Lakers,Boston Celtics,LAL@BOS
2022-23,2023-01-28,regular,New York Knicks,Brooklyn Nets,NYK@BKN
2022-23,2023-01-28,regular,Phoenix Suns,San Antonio Spurs,PHX@SAS
2022-23,2023-01-28,regular,Sacramento Kings,Minnesota Timberwolves,SAC@MIN
2022-23,2023-01-28,regular,Toronto Raptors,Portland Trail Blazers,TOR@POR
2022-23,2023-01-28,regular,Washington Wizards,New Orleans Pelicans,WAS@NOP
2022-23,2023-01-29,regular,Indiana Pacers,Memphis Grizzlies,IND@MEM
2022-23,2023-01-29,regular,LA Clippers,Cleveland Cavaliers,LAC@CLE
2022-23,2023-01-29,regular,Miami Heat,Charlotte Hornets,MIA@CHA
2022-23,2023-01-29,regular,New Orleans Pelicans,Milwaukee Bucks,NOP@MIL
2022-23,2023-01-30,regular,Atlanta Hawks,Portland Trail Blazers,ATL@POR
2022-23,2023-01-30,regular,Detroit Pistons,Dallas Mavericks,DET@DAL
2022-23,2023-01-30,regular,Golden State Warriors,Oklahoma City Thunder,GSW@OKC
2022-23,2023-01-30,regular,Los Angeles Lakers,Brooklyn Nets,LAL@BKN
2022-23,2023-01-30,regular,Orlando Magic,Philadelphia 76ers,ORL@PHI
2022-23,2023-01-30,regular,Sacramento Kings,Minnesota Timberwolves,SAC@MIN
2022-23,2023-01-30,regular,Toronto Raptors,Phoenix Suns,TOR@PHX
2022-23,2023-01-30,regular,Washington Wizards,San Antonio Spurs,WAS@SAS
2022-23,2023-01-31,regular,Charlotte Hornets,Milwaukee Bucks,CHA@MIL
2022-23,2023-01-31,regular,LA Clippers,Chicago Bulls,LAC@CHI
2022-23,2023-01-31,regular,Los Angeles Lakers,New York Knicks,LAL@NYK
2022-23,2023-01-31,regular,Miami Heat,Cleveland Cavaliers,MIA@CLE
2022-23,2023-01-31,regular,New Orleans Pelicans,Denver Nuggets,NOP@DEN
2022-23,2023-02-01,regular,Atlanta Hawks,Phoenix Suns,ATL@PHX
2022-23,2023-02-01,regular,Brooklyn Nets,Boston Celtics,BKN@BOS
2022-23,2023-02-01,regular,Golden State Warriors,Minnesota Timberwolves,GSW@MIN
2022-23,2023-02-01,regular,Oklahoma City Thunder,Houston Rockets,OKC@HOU
2022-23,2023-02-01,regular,Orlando Magic,Philadelphia 76ers,ORL@PHI
2022-23,2023-02-01,regular,Portland Trail Blazers,Memphis Grizzlies,POR@MEM
2022-23,2023-02-01,regular,Sacramento Kings,San Antonio Spurs,SAC@SAS
2022-23,2023-02-01,regular,Toronto Raptors,Utah Jazz,TOR@UTA
2022-23,2023-02-02,regular,Charlotte Hornets,Chicago Bulls,CHA@CHI
2022-23,2023-02-02,regular,Golden State Warriors,Denver Nuggets,GSW@DEN
2022-23,2023-02-02,regular,LA Clippers,Milwaukee Bucks,LAC@MIL
2022-23,2023-02-02,regular,Los Angeles Lakers,Indiana Pacers,LAL@IND
2022-23,2023-02-02,regular,Memphis Grizzlies,Cleveland Cavaliers,MEM@CLE
2022-23,2023-02-02,regular,Miami Heat,New York Knicks,MIA@NYK
2022-23,2023-02-02,regular,New Orleans Pelicans,Dallas Mavericks,NOP@DAL
2022-23,2023-02-03,regular,Atlanta Hawks,Utah Jazz,ATL@UTA
2022-23,2023-02-03,regular,Charlotte Hornets,Detroit Pistons,CHA@DET
2022-23,2023-02-03,regular,Orlando Magic,Minnesota Timberwolves,ORL@MIN
2022-23,2023-02-03,regular,Philadelphia 76ers,San Antonio Spurs,PHI@SAS
2022-23,2023-02-03,regular,Phoenix Suns,Boston Celtics,PHX@BOS
2022-23,2023-02-03,regular,Portland Trail Blazers,Washington Wizards,POR@WAS
2022-23,2023-02-03,regular,Sacramento Kings,Indiana Pacers,SAC@IND
2022-23,2023-02-03,regular,Toronto Raptors,Houston Rockets,TOR@HOU
2022-23,2023-02-04,regular,Atlanta Hawks,Denver Nuggets,ATL@DEN
2022-23,2023-02-04,regular,Dallas Mavericks,Golden State Warriors,DAL@GSW
2022-23,2023-02-04,regular,Houston Rockets,Oklahoma City Thunder,HOU@OKC
2022-23,2023-02-04,regular,LA Clippers,New York Knicks,LAC@NYK
2022-23,2023-02-04,regular,Los Angeles Lakers,New Orleans Pelicans,LAL@NOP
2022-23,2023-02-04,regular,Miami Heat,Milwaukee Bucks,MIA@MIL
2022-23,2023-02-04,regular,Phoenix Suns,Detroit Pistons,PHX@DET
2022-23,2023-02-04,regular,Portland Trail Blazers,Chicago Bulls,POR@CHI
2022-23,2023-02-04,regular,Washington Wizards,Brooklyn Nets,WAS@BKN
2022-23,2023-02-05,regular,Cleveland Cavaliers,Indiana Pacers,CLE@IND
2022-23,2023-02-05,regular,Denver Nuggets,Minnesota Timberwolves,DEN@MIN
2022-23,2023-02-05,regular,Orlando Magic,Charlotte Hornets,ORL@CHA
2022-23,2023-02-05,regular,Philadelphia 76ers,New York Knicks,PHI@NYK
2022-23,2023-02-05,regular,Sacramento Kings,New Orleans Pelicans,SAC@NOP
2022-23,2023-02-05,regular,Toronto Raptors,Memphis Grizzlies,TOR@MEM
2022-23,2023-02-06,regular,Boston Celtics,Detroit Pistons,BOS@DET
2022-23,2023-02-06,regular,Cleveland Cavaliers,Washington Wizards,CLE@WAS
2022-23,2023-02-06,regular,Dallas Mavericks,Utah Jazz,DAL@UTA
2022-23,2023-02-06,regular,LA Clippers,Brooklyn Nets,LAC@BKN
2022-23,2023-02-06,regular,Milwaukee Bucks,Portland Trail Blazers,MIL@POR
2022-23,2023-02-06,regular,Oklahoma City Thunder,Golden State Warriors,OKC@GSW
