SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
52024,ATL,Atlanta Hawks,0052400101,2025-04-15,ATL @ ORL,L
52024,ORL,Orlando Magic,0052400101,2025-04-15,ORL vs. ATL,W
52024,MEM,Memphis Grizzlies,0052400121,2025-04-15,MEM @ GSW,L
52024,GSW,Golden State Warriors,0052400121,2025-04-15,GSW vs. MEM,W
52024,CHI,Chicago Bulls,0052400111,2025-04-16,CHI vs. MIA,L
52024,DAL,Dallas Mavericks,0052400131,2025-04-16,DAL @ SAC,W
52024,MIA,Miami Heat,0052400111,2025-04-16,MIA @ CHI,W
52024,SAC,Sacramento Kings,0052400131,2025-04-16,SAC vs. DAL,L
52024,ATL,Atlanta Hawks,0052400201,2025-04-18,ATL vs. MIA,L
52024,MIA,Miami Heat,0052400201,2025-04-18,MIA @ ATL,W
52024,MEM,Memphis Grizzlies,0052400211,2025-04-18,MEM vs. DAL,W
52024,DAL,Dallas Mavericks,0052400211,2025-04-18,DAL @ MEM,L
