SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
12020,LAC,LA Clippers,0012000004,2020-12-11,LAC @ LAL,L
12020,LAL,Los Angeles Lakers,0012000004,2020-12-11,LAL vs. LAC,W
12020,NYK,New York Knicks,0012000002,2020-12-11,NYK @ DET,W
12020,ORL,Orlando Magic,0012000001,2020-12-11,ORL @ ATL,W
12020,ATL,Atlanta Hawks,0012000001,2020-12-11,ATL vs. ORL,L
12020,CHI,Chicago Bulls,0012000003,2020-12-11,CHI vs. HOU,L
12020,HOU,Houston Rockets,0012000003,2020-12-11,HOU @ CHI,W
12020,POR,Portland Trail Blazers,0012000005,2020-12-11,POR vs. SAC,W
12020,SAC,Sacramento Kings,0012000005,2020-12-11,SAC @ POR,L
12020,DET,Detroit Pistons,0012000002,2020-12-11,DET vs. NYK,L
12020,MIL,Milwaukee Bucks,0012000009,2020-12-12,MIL vs. DAL,L
12020,MIN,Minnesota Timberwolves,0012000010,2020-12-12,MIN vs. MEM,L
12020,IND,Indiana Pacers,0012000007,2020-12-12,IND @ CLE,L
12020,CLE,Cleveland Cavaliers,0012000007,2020-12-12,CLE vs. IND,W
12020,DAL,Dallas Mavericks,0012000009,2020-12-12,DAL @ MIL,W
12020,DEN,Denver Nuggets,0012000011,2020-12-12,DEN @ GSW,L
12020,GSW,Golden State Warriors,0012000011,2020-12-12,GSW vs. DEN,W
12020,PHX,Phoenix Suns,0012000012,2020-12-12,PHX @ UTA,L
12020,SAS,San Antonio Spurs,0012000008,2020-12-12,SAS vs. OKC,L
12020,OKC,Oklahoma City Thunder,0012000008,2020-12-12,OKC @ SAS,W
12020,TOR,Toronto Raptors,0012000006,2020-12-12,TOR @ CHA,W
12020,UTA,Utah Jazz,0012000012,2020-12-12,UTA vs. PHX,W
12020,MEM,Memphis Grizzlies,0012000010,2020-12-12,MEM @ MIN,W
12020,CHA,Charlotte Hornets,0012000006,2020-12-12,CHA vs. TOR,L
12020,LAC,LA Clippers,0012000018,2020-12-13,LAC @ LAL,L
12020,LAL,Los Angeles Lakers,0012000018,2020-12-13,LAL vs. LAC,W
12020,BKN,Brooklyn Nets,0012000014,2020-12-13,BKN vs. WAS,W
12020,NYK,New York Knicks,0012000015,2020-12-13,NYK @ DET,L
12020,ORL,Orlando Magic,0012000013,2020-12-13,ORL @ ATL,L
12020,ATL,Atlanta Hawks,0012000013,2020-12-13,ATL vs. ORL,W
12020,CHI,Chicago Bulls,0012000016,2020-12-13,CHI vs. HOU,W
12020,HOU,Houston Rockets,0012000016,2020-12-13,HOU @ CHI,L
12020,POR,Portland Trail Blazers,0012000017,2020-12-13,POR vs. SAC,L
12020,SAC,Sacramento Kings,0012000017,2020-12-13,SAC @ POR,W
12020,WAS,Washington Wizards,0012000014,2020-12-13,WAS @ BKN,L
12020,DET,Detroit Pistons,0012000015,2020-12-13,DET vs. NYK,W
12020,MIA,Miami Heat,0012000021,2020-12-14,MIA vs. NOP,L
12020,MIL,Milwaukee Bucks,0012000022,2020-12-14,MIL vs. DAL,L
12020,MIN,Minnesota Timberwolves,0012000023,2020-12-14,MIN vs. MEM,L
12020,IND,Indiana Pacers,0012000019,2020-12-14,IND @ CLE,L
12020,CLE,Cleveland Cavaliers,0012000019,2020-12-14,CLE vs. IND,W
12020,NOP,New Orleans Pelicans,0012000021,2020-12-14,NOP @ MIA,W
12020,DAL,Dallas Mavericks,0012000022,2020-12-14,DAL @ MIL,W
12020,PHX,Phoenix Suns,0012000024,2020-12-14,PHX @ UTA,L
12020,TOR,Toronto Raptors,0012000020,2020-12-14,TOR @ CHA,W
12020,UTA,Utah Jazz,0012000024,2020-12-14,UTA vs. PHX,W
12020,MEM,Memphis Grizzlies,0012000023,2020-12-14,MEM @ MIN,W
12020,CHA,Charlotte Hornets,0012000020,2020-12-14,CHA vs. TOR,L
12020,PHI,Philadelphia 76ers,0012000025,2020-12-15,PHI vs. BOS,W
12020,BOS,Boston Celtics,0012000025,2020-12-15,BOS @ PHI,L
12020,GSW,Golden State Warriors,0012000027,2020-12-15,GSW @ SAC,L
12020,HOU,Houston Rockets,0012000026,2020-12-15,HOU vs. SAS,W
12020,SAC,Sacramento Kings,0012000027,2020-12-15,SAC vs. GSW,W
12020,SAS,San Antonio Spurs,0012000026,2020-12-15,SAS @ HOU,L
12020,LAL,Los Angeles Lakers,0012000031,2020-12-16,LAL @ PHX,W
12020,NYK,New York Knicks,0012000028,2020-12-16,NYK vs. CLE,W
12020,CLE,Cleveland Cavaliers,0012000028,2020-12-16,CLE @ NYK,L
12020,CHI,Chicago Bulls,0012000029,2020-12-16,CHI @ OKC,W
12020,DEN,Denver Nuggets,0012000030,2020-12-16,DEN vs. POR,W
12020,PHX,Phoenix Suns,0012000031,2020-12-16,PHX vs. LAL,L
12020,POR,Portland Trail Blazers,0012000030,2020-12-16,POR @ DEN,L
12020,OKC,Oklahoma City Thunder,0012000029,2020-12-16,OKC vs. CHI,L
12020,LAC,LA Clippers,0012000037,2020-12-17,LAC vs. UTA,L
12020,MIN,Minnesota Timberwolves,0012000036,2020-12-17,MIN @ DAL,W
12020,ORL,Orlando Magic,0012000032,2020-12-17,ORL vs. CHA,L
12020,ATL,Atlanta Hawks,0012000035,2020-12-17,ATL @ MEM,L
12020,DAL,Dallas Mavericks,0012000036,2020-12-17,DAL vs. MIN,L
12020,GSW,Golden State Warriors,0012000038,2020-12-17,GSW @ SAC,W
12020,HOU,Houston Rockets,0012000034,2020-12-17,HOU vs. SAS,W
12020,SAC,Sacramento Kings,0012000038,2020-12-17,SAC vs. GSW,L
12020,SAS,San Antonio Spurs,0012000034,2020-12-17,SAS @ HOU,L
12020,UTA,Utah Jazz,0012000037,2020-12-17,UTA @ LAC,W
12020,MEM,Memphis Grizzlies,0012000035,2020-12-17,MEM vs. ATL,W
12020,WAS,Washington Wizards,0012000033,2020-12-17,WAS vs. DET,L
12020,DET,Detroit Pistons,0012000033,2020-12-17,DET @ WAS,W
12020,CHA,Charlotte Hornets,0012000032,2020-12-17,CHA @ ORL,W
12020,LAL,Los Angeles Lakers,0012000046,2020-12-18,LAL @ PHX,W
12020,MIA,Miami Heat,0012000040,2020-12-18,MIA @ TOR,W
12020,MIL,Milwaukee Bucks,0012000043,2020-12-18,MIL @ NOP,L
12020,BKN,Brooklyn Nets,0012000041,2020-12-18,BKN @ BOS,W
12020,NYK,New York Knicks,0012000042,2020-12-18,NYK vs. CLE,W
12020,IND,Indiana Pacers,0012000039,2020-12-18,IND vs. PHI,L
