SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
42018,GSW,Golden State Warriors,0041800141,2019-04-13,GSW vs. LAC,W
42018,PHI,Philadelphia 76ers,0041800121,2019-04-13,PHI vs. BKN,L
42018,TOR,Toronto Raptors,0041800111,2019-04-13,TOR vs. ORL,L
42018,BKN,Brooklyn Nets,0041800121,2019-04-13,BKN @ PHI,W
42018,SAS,San Antonio Spurs,0041800151,2019-04-13,SAS @ DEN,W
42018,LAC,LA Clippers,0041800141,2019-04-13,LAC @ GSW,L
42018,DEN,Denver Nuggets,0041800151,2019-04-13,DEN vs. SAS,L
42018,ORL,Orlando Magic,0041800111,2019-04-13,ORL @ TOR,W
42018,DET,Detroit Pistons,0041800101,2019-04-14,DET @ MIL,L
42018,BOS,Boston Celtics,0041800131,2019-04-14,BOS vs. IND,W
42018,OKC,Oklahoma City Thunder,0041800161,2019-04-14,OKC @ POR,L
42018,IND,Indiana Pacers,0041800131,2019-04-14,IND @ BOS,L
42018,UTA,Utah Jazz,0041800171,2019-04-14,UTA @ HOU,L
42018,POR,Portland Trail Blazers,0041800161,2019-04-14,POR vs. OKC,W
42018,HOU,Houston Rockets,0041800171,2019-04-14,HOU vs. UTA,W
42018,MIL,Milwaukee Bucks,0041800101,2019-04-14,MIL vs. DET,W
42018,GSW,Golden State Warriors,0041800142,2019-04-15,GSW vs. LAC,L
42018,PHI,Philadelphia 76ers,0041800122,2019-04-15,PHI vs. BKN,W
42018,BKN,Brooklyn Nets,0041800122,2019-04-15,BKN @ PHI,L
42018,LAC,LA Clippers,0041800142,2019-04-15,LAC @ GSW,W
42018,TOR,Toronto Raptors,0041800112,2019-04-16,TOR vs. ORL,W
42018,OKC,Oklahoma City Thunder,0041800162,2019-04-16,OKC @ POR,L
42018,SAS,San Antonio Spurs,0041800152,2019-04-16,SAS @ DEN,L
42018,DEN,Denver Nuggets,0041800152,2019-04-16,DEN vs. SAS,W
42018,POR,Portland Trail Blazers,0041800162,2019-04-16,POR vs. OKC,W
42018,ORL,Orlando Magic,0041800112,2019-04-16,ORL @ TOR,L
42018,DET,Detroit Pistons,0041800102,2019-04-17,DET @ MIL,L
42018,BOS,Boston Celtics,0041800132,2019-04-17,BOS vs. IND,W
42018,IND,Indiana Pacers,0041800132,2019-04-17,IND @ BOS,L
42018,UTA,Utah Jazz,0041800172,2019-04-17,UTA @ HOU,L
42018,HOU,Houston Rockets,0041800172,2019-04-17,HOU vs. UTA,W
42018,MIL,Milwaukee Bucks,0041800102,2019-04-17,MIL vs. DET,W
42018,GSW,Golden State Warriors,0041800143,2019-04-18,GSW @ LAC,W
42018,PHI,Philadelphia 76ers,0041800123,2019-04-18,PHI @ BKN,W
42018,BKN,Brooklyn Nets,0041800123,2019-04-18,BKN vs. PHI,L
42018,SAS,San Antonio Spurs,0041800153,2019-04-18,SAS vs. DEN,W
42018,LAC,LA Clippers,0041800143,2019-04-18,LAC vs. GSW,L
42018,DEN,Denver Nuggets,0041800153,2019-04-18,DEN @ SAS,L
42018,TOR,Toronto Raptors,0041800113,2019-04-19,TOR @ ORL,W
42018,BOS,Boston Celtics,0041800133,2019-04-19,BOS @ IND,W
42018,OKC,Oklahoma City Thunder,0041800163,2019-04-19,OKC vs. POR,W
42018,IND,Indiana Pacers,0041800133,2019-04-19,IND vs. BOS,L
42018,POR,Portland Trail Blazers,0041800163,2019-04-19,POR @ OKC,L
42018,ORL,Orlando Magic,0041800113,2019-04-19,ORL vs. TOR,L
42018,DET,Detroit Pistons,0041800103,2019-04-20,DET vs. MIL,L
42018,PHI,Philadelphia 76ers,0041800124,2019-04-20,PHI @ BKN,W
42018,BKN,Brooklyn Nets,0041800124,2019-04-20,BKN vs. PHI,L
42018,SAS,San Antonio Spurs,0041800154,2019-04-20,SAS vs. DEN,L
42018,UTA,Utah Jazz,0041800173,2019-04-20,UTA vs. HOU,L
42018,DEN,Denver Nuggets,0041800154,2019-04-20,DEN @ SAS,W
42018,HOU,Houston Rockets,0041800173,2019-04-20,HOU @ UTA,W
42018,MIL,Milwaukee Bucks,0041800103,2019-04-20,MIL @ DET,W
42018,GSW,Golden State Warriors,0041800144,2019-04-21,GSW @ LAC,W
42018,TOR,Toronto Raptors,0041800114,2019-04-21,TOR @ ORL,W
42018,BOS,Boston Celtics,0041800134,2019-04-21,BOS @ IND,W
42018,OKC,Oklahoma City Thunder,0041800164,2019-04-21,OKC vs. POR,L
42018,IND,Indiana Pacers,0041800134,2019-04-21,IND vs. BOS,L
42018,LAC,LA Clippers,0041800144,2019-04-21,LAC vs. GSW,L
42018,POR,Portland Trail Blazers,0041800164,2019-04-21,POR @ OKC,W
42018,ORL,Orlando Magic,0041800114,2019-04-21,ORL vs. TOR,L
42018,DET,Detroit Pistons,0041800104,2019-04-22,DET vs. MIL,L
42018,UTA,Utah Jazz,0041800174,2019-04-22,UTA vs. HOU,W
42018,HOU,Houston Rockets,0041800174,2019-04-22,HOU @ UTA,L
42018,MIL,Milwaukee Bucks,0041800104,2019-04-22,MIL @ DET,W
42018,PHI,Philadelphia 76ers,0041800125,2019-04-23,PHI vs. BKN,W
42018,TOR,Toronto Raptors,0041800115,2019-04-23,TOR vs. ORL,W
42018,BKN,Brooklyn Nets,0041800125,2019-04-23,BKN @ PHI,L
42018,OKC,Oklahoma City Thunder,0041800165,2019-04-23,OKC @ POR,L
42018,SAS,San Antonio Spurs,0041800155,2019-04-23,SAS @ DEN,L
42018,DEN,Denver Nuggets,0041800155,2019-04-23,DEN vs. SAS,W
42018,POR,Portland Trail Blazers,0041800165,2019-04-23,POR vs. OKC,W
42018,ORL,Orlando Magic,0041800115,2019-04-23,ORL @ TOR,L
42018,GSW,Golden State Warriors,0041800145,2019-04-24,GSW vs. LAC,L
42018,LAC,LA Clippers,0041800145,2019-04-24,LAC @ GSW,W
42018,UTA,Utah Jazz,0041800175,2019-04-24,UTA @ HOU,L
42018,HOU,Houston Rockets,0041800175,2019-04-24,HOU vs. UTA,W
42018,SAS,San Antonio Spurs,0041800156,2019-04-25,SAS vs. DEN,W
42018,DEN,Denver Nuggets,0041800156,2019-04-25,DEN @ SAS,L
42018,GSW,Golden State Warriors,0041800146,2019-04-26,GSW @ LAC,W
42018,LAC,LA Clippers,0041800146,2019-04-26,LAC vs. GSW,L
42018,TOR,Toronto Raptors,0041800211,2019-04-27,TOR vs. PHI,W
42018,SAS,San Antonio Spurs,0041800157,2019-04-27,SAS @ DEN,L
42018,DEN,Denver Nuggets,0041800157,2019-04-27,DEN vs. SAS,W
42018,PHI,Philadelphia 76ers,0041800211,2019-04-27,PHI @ TOR,L
42018,BOS,Boston Celtics,0041800201,2019-04-28,BOS @ MIL,W
42018,MIL,Milwaukee Bucks,0041800201,2019-04-28,MIL vs. BOS,L
42018,HOU,Houston Rockets,0041800221,2019-04-28,HOU @ GSW,L
42018,GSW,Golden State Warriors,0041800221,2019-04-28,GSW vs. HOU,W
42018,TOR,Toronto Raptors,0041800212,2019-04-29,TOR vs. PHI,L
42018,DEN,Denver Nuggets,0041800231,2019-04-29,DEN vs. POR,W
42018,POR,Portland Trail Blazers,0041800231,2019-04-29,POR @ DEN,L
42018,PHI,Philadelphia 76ers,0041800212,2019-04-29,PHI @ TOR,W
42018,BOS,Boston Celtics,0041800202,2019-04-30,BOS @ MIL,L
42018,MIL,Milwaukee Bucks,0041800202,2019-04-30,MIL vs. BOS,W
42018,HOU,Houston Rockets,0041800222,2019-04-30,HOU @ GSW,L
42018,GSW,Golden State Warriors,0041800222,2019-04-30,GSW vs. HOU,W
42018,DEN,Denver Nuggets,0041800232,2019-05-01,DEN vs. POR,L
42018,POR,Portland Trail Blazers,0041800232,2019-05-01,POR @ DEN,W
42018,TOR,Toronto Raptors,0041800213,2019-05-02,TOR @ PHI,L
42018,PHI,Philadelphia 76ers,0041800213,2019-05-02,PHI vs. TOR,W
42018,BOS,Boston Celtics,0041800203,2019-05-03,BOS vs. MIL,L
42018,DEN,Denver Nuggets,0041800233,2019-05-03,DEN @ POR,L
42018,MIL,Milwaukee Bucks,0041800203,2019-05-03,MIL @ BOS,W
42018,POR,Portland Trail Blazers,0041800233,2019-05-03,POR vs. DEN,W
42018,HOU,Houston Rockets,0041800223,2019-05-04,HOU vs. GSW,W
42018,GSW,Golden State Warriors,0041800223,2019-05-04,GSW @ HOU,L
42018,TOR,Toronto Raptors,0041800214,2019-05-05,TOR @ PHI,W
42018,DEN,Denver Nuggets,0041800234,2019-05-05,DEN @ POR,W
42018,POR,Portland Trail Blazers,0041800234,2019-05-05,POR vs. DEN,L
42018,PHI,Philadelphia 76ers,0041800214,2019-05-05,PHI vs. TOR,L
42018,BOS,Boston Celtics,0041800204,2019-05-06,BOS vs. MIL,L
42018,MIL,Milwaukee Bucks,0041800204,2019-05-06,MIL @ BOS,W
42018,HOU,Houston Rockets,0041800224,2019-05-06,HOU vs. GSW,W
42018,GSW,Golden State Warriors,0041800224,2019-05-06,GSW @ HOU,L
42018,TOR,Toronto Raptors,0041800215,2019-05-07,TOR vs. PHI,W
42018,DEN,Denver Nuggets,0041800235,2019-05-07,DEN vs. POR,W
42018,POR,Portland Trail Blazers,0041800235,2019-05-07,POR @ DEN,L
42018,PHI,Philadelphia 76ers,0041800215,2019-05-07,PHI @ TOR,L
42018,BOS,Boston Celtics,0041800205,2019-05-08,BOS @ MIL,L
42018,MIL,Milwaukee Bucks,0041800205,2019-05-08,MIL vs. BOS,W
42018,HOU,Houston Rockets,0041800225,2019-05-08,HOU @ GSW,L
42018,GSW,Golden State Warriors,0041800225,2019-05-08,GSW vs. HOU,W
42018,TOR,Toronto Raptors,0041800216,2019-05-09,TOR @ PHI,L
42018,DEN,Denver Nuggets,0041800236,2019-05-09,DEN @ POR,L
42018,POR,Portland Trail Blazers,0041800236,2019-05-09,POR vs. DEN,W
42018,PHI,Philadelphia 76ers,0041800216,2019-05-09,PHI vs. TOR,W
42018,HOU,Houston Rockets,0041800226,2019-05-10,HOU vs. GSW,L
42018,GSW,Golden State Warriors,0041800226,2019-05-10,GSW @ HOU,W
42018,TOR,Toronto Raptors,0041800217,2019-05-12,TOR vs. PHI,W
42018,DEN,Denver Nuggets,0041800237,2019-05-12,DEN vs. POR,L
42018,POR,Portland Trail Blazers,0041800237,2019-05-12,POR @ DEN,W
42018,PHI,Philadelphia 76ers,0041800217,2019-05-12,PHI @ TOR,L
42018,GSW,Golden State Warriors,0041800311,2019-05-14,GSW vs. POR,W
42018,POR,Portland Trail Blazers,0041800311,2019-05-14,POR @ GSW,L
42018,TOR,Toronto Raptors,0041800301,2019-05-15,TOR @ MIL,L
42018,MIL,Milwaukee Bucks,0041800301,2019-05-15,MIL vs. TOR,W
42018,GSW,Golden State Warriors,0041800312,2019-05-16,GSW vs. POR,W
42018,POR,Portland Trail Blazers,0041800312,2019-05-16,POR @ GSW,L
42018,TOR,Toronto Raptors,0041800302,2019-05-17,TOR @ MIL,L
42018,MIL,Milwaukee Bucks,0041800302,2019-05-17,MIL vs. TOR,W
42018,GSW,Golden State Warriors,0041800313,2019-05-18,GSW @ POR,W
42018,POR,Portland Trail Blazers,0041800313,2019-05-18,POR vs. GSW,L
42018,TOR,Toronto Raptors,0041800303,2019-05-19,TOR vs. MIL,W
42018,MIL,Milwaukee Bucks,0041800303,2019-05-19,MIL @ TOR,L
42018,GSW,Golden State Warriors,0041800314,2019-05-20,GSW @ POR,W
42018,POR,Portland Trail Blazers,0041800314,2019-05-20,POR vs. GSW,L
42018,TOR,Toronto Raptors,0041800304,2019-05-21,TOR vs. MIL,W
42018,MIL,Milwaukee Bucks,0041800304,2019-05-21,MIL @ TOR,L
42018,TOR,Toronto Raptors,0041800305,2019-05-23,TOR @ MIL,W
