SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
22021,GSW,Golden State Warriors,0022100002,2021-10-19,GSW @ LAL,W
22021,BKN,Brooklyn Nets,0022100001,2021-10-19,BKN @ MIL,L
22021,MIL,Milwaukee Bucks,0022100001,2021-10-19,MIL vs. BKN,W
22021,LAL,Los Angeles Lakers,0022100002,2021-10-19,LAL vs. GSW,L
22021,HOU,Houston Rockets,0022100008,2021-10-20,HOU @ MIN,L
22021,BOS,Boston Celtics,0022100005,2021-10-20,BOS @ NYK,L
22021,SAS,San Antonio Spurs,0022100010,2021-10-20,SAS vs. ORL,W
22021,CHA,Charlotte Hornets,0022100003,2021-10-20,CHA vs. IND,W
22021,NOP,New Orleans Pelicans,0022100009,2021-10-20,NOP vs. PHI,L
22021,DEN,Denver Nuggets,0022100012,2021-10-20,DEN @ PHX,W
22021,SAC,Sacramento Kings,0022100013,2021-10-20,SAC @ POR,W
22021,POR,Portland Trail Blazers,0022100013,2021-10-20,POR vs. SAC,L
22021,ORL,Orlando Magic,0022100010,2021-10-20,ORL @ SAS,L
22021,NYK,New York Knicks,0022100005,2021-10-20,NYK vs. BOS,W
22021,MEM,Memphis Grizzlies,0022100007,2021-10-20,MEM vs. CLE,W
22021,PHI,Philadelphia 76ers,0022100009,2021-10-20,PHI @ NOP,W
22021,DET,Detroit Pistons,0022100004,2021-10-20,DET vs. CHI,L
22021,PHX,Phoenix Suns,0022100012,2021-10-20,PHX vs. DEN,L
22021,MIN,Minnesota Timberwolves,0022100008,2021-10-20,MIN vs. HOU,W
22021,UTA,Utah Jazz,0022100011,2021-10-20,UTA vs. OKC,W
22021,WAS,Washington Wizards,0022100006,2021-10-20,WAS @ TOR,W
22021,OKC,Oklahoma City Thunder,0022100011,2021-10-20,OKC @ UTA,L
22021,CLE,Cleveland Cavaliers,0022100007,2021-10-20,CLE @ MEM,L
22021,TOR,Toronto Raptors,0022100006,2021-10-20,TOR vs. WAS,L
22021,CHI,Chicago Bulls,0022100004,2021-10-20,CHI @ DET,W
22021,IND,Indiana Pacers,0022100003,2021-10-20,IND @ CHA,L
22021,MIL,Milwaukee Bucks,0022100015,2021-10-21,MIL @ MIA,L
22021,MIA,Miami Heat,0022100015,2021-10-21,MIA vs. MIL,W
22021,DAL,Dallas Mavericks,0022100014,2021-10-21,DAL @ ATL,L
22021,ATL,Atlanta Hawks,0022100014,2021-10-21,ATL vs. DAL,W
22021,LAC,LA Clippers,0022100016,2021-10-21,LAC @ GSW,L
22021,GSW,Golden State Warriors,0022100016,2021-10-21,GSW vs. LAC,W
22021,PHX,Phoenix Suns,0022100025,2021-10-22,PHX @ LAL,W
22021,PHI,Philadelphia 76ers,0022100021,2021-10-22,PHI vs. BKN,L
22021,ORL,Orlando Magic,0022100018,2021-10-22,ORL vs. NYK,L
22021,NYK,New York Knicks,0022100018,2021-10-22,NYK @ ORL,W
22021,WAS,Washington Wizards,0022100019,2021-10-22,WAS vs. IND,W
22021,BKN,Brooklyn Nets,0022100021,2021-10-22,BKN @ PHI,W
22021,LAL,Los Angeles Lakers,0022100025,2021-10-22,LAL vs. PHX,L
22021,UTA,Utah Jazz,0022100026,2021-10-22,UTA @ SAC,W
22021,DEN,Denver Nuggets,0022100024,2021-10-22,DEN vs. SAS,W
22021,TOR,Toronto Raptors,0022100020,2021-10-22,TOR @ BOS,W
22021,CHA,Charlotte Hornets,0022100017,2021-10-22,CHA @ CLE,W
