SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
12025,NYK,New York Knicks,0012500008,2025-10-02,NYK @ PHI,W
12025,PHI,Philadelphia 76ers,0012500008,2025-10-02,PHI @ NYK,L
12025,LAL,Los Angeles Lakers,0012500001,2025-10-03,LAL vs. PHX,L
12025,MEL,Melbourne United,0012500009,2025-10-03,MEL @ NOP,L
12025,NOP,New Orleans Pelicans,0012500009,2025-10-03,NOP vs. MEL,W
12025,PHX,Phoenix Suns,0012500001,2025-10-03,PHX @ LAL,W
12025,MIA,Miami Heat,0012500027,2025-10-04,MIA vs. ORL,L
12025,MIN,Minnesota Timberwolves,0012500028,2025-10-04,MIN @ DEN,W
12025,BKN,Brooklyn Nets,0012500026,2025-10-04,BKN vs. HAP,W
12025,NYK,New York Knicks,0012500010,2025-10-04,NYK @ PHI,W
12025,ORL,Orlando Magic,0012500027,2025-10-04,ORL @ MIA,W
12025,PHI,Philadelphia 76ers,0012500010,2025-10-04,PHI @ NYK,L
12025,SEM,South East Melbourne Phoenix,0012500011,2025-10-04,SEM @ NOP,L
12025,HAP,Hapoel Jerusalem B.C.,0012500026,2025-10-04,HAP @ BKN,L
12025,NOP,New Orleans Pelicans,0012500011,2025-10-04,NOP vs. SEM,W
12025,DEN,Denver Nuggets,0012500028,2025-10-04,DEN vs. MIN,L
12025,LAL,Los Angeles Lakers,0012500030,2025-10-05,LAL @ GSW,L
12025,GSW,Golden State Warriors,0012500030,2025-10-05,GSW vs. LAL,W
12025,OKC,Oklahoma City Thunder,0012500029,2025-10-05,OKC @ CHA,W
12025,CHA,Charlotte Hornets,0012500029,2025-10-05,CHA vs. OKC,L
12025,MIA,Miami Heat,0012500002,2025-10-06,MIA vs. MIL,L
12025,MIL,Milwaukee Bucks,0012500002,2025-10-06,MIL @ MIA,W
12025,GUA,Guangzhou Loong-Lions,0012500032,2025-10-06,GUA @ SAS,L
12025,ATL,Atlanta Hawks,0012500014,2025-10-06,ATL @ HOU,L
12025,DAL,Dallas Mavericks,0012500033,2025-10-06,DAL vs. OKC,W
12025,DEN,Denver Nuggets,0012500034,2025-10-06,DEN @ TOR,W
12025,HOU,Houston Rockets,0012500014,2025-10-06,HOU vs. ATL,W
12025,SAS,San Antonio Spurs,0012500032,2025-10-06,SAS vs. GUA,W
12025,OKC,Oklahoma City Thunder,0012500033,2025-10-06,OKC @ DAL,L
12025,TOR,Toronto Raptors,0012500034,2025-10-06,TOR vs. DEN,L
12025,MEM,Memphis Grizzlies,0012500031,2025-10-06,MEM vs. DET,L
12025,DET,Detroit Pistons,0012500031,2025-10-06,DET @ MEM,W
12025,MIN,Minnesota Timberwolves,0012500036,2025-10-07,MIN vs. IND,L
