SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
12021,LAL,Los Angeles Lakers,0012100001,2021-10-03,LAL vs. BKN,L
12021,BKN,Brooklyn Nets,0012100001,2021-10-03,BKN @ LAL,W
12021,LAC,LA Clippers,0012100010,2021-10-04,LAC vs. DEN,W
12021,MIA,Miami Heat,0012100004,2021-10-04,MIA vs. ATL,W
12021,MIN,Minnesota Timberwolves,0012100005,2021-10-04,MIN vs. NOP,W
12021,ORL,Orlando Magic,0012100003,2021-10-04,ORL @ BOS,L
12021,PHI,Philadelphia 76ers,0012100002,2021-10-04,PHI @ TOR,L
12021,ATL,Atlanta Hawks,0012100004,2021-10-04,ATL @ MIA,L
12021,BOS,Boston Celtics,0012100003,2021-10-04,BOS vs. ORL,W
12021,NOP,New Orleans Pelicans,0012100005,2021-10-04,NOP @ MIN,L
12021,DEN,Denver Nuggets,0012100010,2021-10-04,DEN @ LAC,L
12021,GSW,Golden State Warriors,0012100008,2021-10-04,GSW @ POR,W
12021,PHX,Phoenix Suns,0012100009,2021-10-04,PHX @ SAC,L
12021,POR,Portland Trail Blazers,0012100008,2021-10-04,POR vs. GSW,L
12021,SAC,Sacramento Kings,0012100009,2021-10-04,SAC vs. PHX,W
12021,SAS,San Antonio Spurs,0012100007,2021-10-04,SAS vs. UTA,W
12021,OKC,Oklahoma City Thunder,0012100006,2021-10-04,OKC vs. CHA,L
12021,TOR,Toronto Raptors,0012100002,2021-10-04,TOR vs. PHI,W
12021,UTA,Utah Jazz,0012100007,2021-10-04,UTA @ SAS,L
12021,CHA,Charlotte Hornets,0012100006,2021-10-04,CHA @ OKC,W
12021,MIL,Milwaukee Bucks,0012100014,2021-10-05,MIL @ MEM,L
12021,NYK,New York Knicks,0012100011,2021-10-05,NYK vs. IND,W
12021,IND,Indiana Pacers,0012100011,2021-10-05,IND @ NYK,L
12021,CLE,Cleveland Cavaliers,0012100012,2021-10-05,CLE @ CHI,L
12021,CHI,Chicago Bulls,0012100012,2021-10-05,CHI vs. CLE,W
12021,HOU,Houston Rockets,0012100013,2021-10-05,HOU vs. WAS,W
12021,MEM,Memphis Grizzlies,0012100014,2021-10-05,MEM vs. MIL,W
12021,WAS,Washington Wizards,0012100013,2021-10-05,WAS @ HOU,L
12021,LAC,LA Clippers,0012100021,2021-10-06,LAC vs. SAC,L
12021,LAL,Los Angeles Lakers,0012100020,2021-10-06,LAL @ PHX,L
12021,ORL,Orlando Magic,0012100017,2021-10-06,ORL @ NOP,L
12021,ATL,Atlanta Hawks,0012100016,2021-10-06,ATL vs. CLE,L
12021,CLE,Cleveland Cavaliers,0012100016,2021-10-06,CLE @ ATL,W
12021,NOP,New Orleans Pelicans,0012100017,2021-10-06,NOP vs. ORL,W
12021,DAL,Dallas Mavericks,0012100018,2021-10-06,DAL vs. UTA,W
12021,DEN,Denver Nuggets,0012100019,2021-10-06,DEN @ GSW,L
12021,GSW,Golden State Warriors,0012100019,2021-10-06,GSW vs. DEN,W
12021,PHX,Phoenix Suns,0012100020,2021-10-06,PHX vs. LAL,W
12021,SAC,Sacramento Kings,0012100021,2021-10-06,SAC @ LAC,W
12021,SAS,San Antonio Spurs,0012100015,2021-10-06,SAS @ DET,L
12021,UTA,Utah Jazz,0012100018,2021-10-06,UTA @ DAL,L
12021,DET,Detroit Pistons,0012100015,2021-10-06,DET vs. SAS,W
12021,MIA,Miami Heat,0012100024,2021-10-07,MIA @ HOU,W
12021,PHI,Philadelphia 76ers,0012100023,2021-10-07,PHI vs. TOR,W
12021,HOU,Houston Rockets,0012100024,2021-10-07,HOU vs. MIA,L
12021,TOR,Toronto Raptors,0012100023,2021-10-07,TOR @ PHI,L
12021,MEM,Memphis Grizzlies,0012100022,2021-10-07,MEM @ CHA,W
12021,CHA,Charlotte Hornets,0012100022,2021-10-07,CHA vs. MEM,L
12021,LAC,LA Clippers,0012100028,2021-10-08,LAC @ DAL,L
12021,LAL,Los Angeles Lakers,0012100031,2021-10-08,LAL @ GSW,L
12021,MIA,Miami Heat,0012100029,2021-10-08,MIA @ SAS,W
12021,MIL,Milwaukee Bucks,0012100026,2021-10-08,MIL @ BKN,L
12021,MIN,Minnesota Timberwolves,0012100030,2021-10-08,MIN @ DEN,W
12021,BKN,Brooklyn Nets,0012100026,2021-10-08,BKN vs. MIL,W
12021,IND,Indiana Pacers,0012100025,2021-10-08,IND @ CLE,W
12021,CLE,Cleveland Cavaliers,0012100025,2021-10-08,CLE vs. IND,L
12021,NOP,New Orleans Pelicans,0012100027,2021-10-08,NOP @ CHI,L
12021,CHI,Chicago Bulls,0012100027,2021-10-08,CHI vs. NOP,W
12021,DAL,Dallas Mavericks,0012100028,2021-10-08,DAL vs. LAC,W
12021,DEN,Denver Nuggets,0012100030,2021-10-08,DEN vs. MIN,L
12021,GSW,Golden State Warriors,0012100031,2021-10-08,GSW vs. LAL,W
12021,SAS,San Antonio Spurs,0012100029,2021-10-08,SAS vs. MIA,L
12021,NYK,New York Knicks,0012100033,2021-10-09,NYK @ WAS,W
12021,ATL,Atlanta Hawks,0012100034,2021-10-09,ATL @ MEM,W
12021,BOS,Boston Celtics,0012100032,2021-10-09,BOS vs. TOR,W
12021,TOR,Toronto Raptors,0012100032,2021-10-09,TOR @ BOS,L
12021,MEM,Memphis Grizzlies,0012100034,2021-10-09,MEM vs. ATL,L
12021,WAS,Washington Wizards,0012100033,2021-10-09,WAS vs. NYK,L
12021,LAL,Los Angeles Lakers,0012100038,2021-10-10,LAL vs. PHX,L
12021,MIL,Milwaukee Bucks,0012100037,2021-10-10,MIL vs. OKC,W
12021,ORL,Orlando Magic,0012100035,2021-10-10,ORL vs. SAS,L
12021,CLE,Cleveland Cavaliers,0012100036,2021-10-10,CLE vs. CHI,L
12021,CHI,Chicago Bulls,0012100036,2021-10-10,CHI @ CLE,W
12021,PHX,Phoenix Suns,0012100038,2021-10-10,PHX @ LAL,W
12021,SAS,San Antonio Spurs,0012100035,2021-10-10,SAS @ ORL,W
12021,OKC,Oklahoma City Thunder,0012100037,2021-10-10,OKC @ MIL,L
12021,LAC,LA Clippers,0012100045,2021-10-11,LAC vs. MIN,L
12021,MIA,Miami Heat,0012100040,2021-10-11,MIA vs. CHA,W
12021,MIN,Minnesota Timberwolves,0012100045,2021-10-11,MIN @ LAC,W
12021,BKN,Brooklyn Nets,0012100041,2021-10-11,BKN @ PHI,L
12021,PHI,Philadelphia 76ers,0012100041,2021-10-11,PHI vs. BKN,W
12021,NOP,New Orleans Pelicans,0012100043,2021-10-11,NOP @ UTA,L
12021,HOU,Houston Rockets,0012100039,2021-10-11,HOU @ TOR,L
12021,POR,Portland Trail Blazers,0012100044,2021-10-11,POR vs. SAC,L
12021,SAC,Sacramento Kings,0012100044,2021-10-11,SAC @ POR,W
12021,TOR,Toronto Raptors,0012100039,2021-10-11,TOR vs. HOU,W
12021,UTA,Utah Jazz,0012100043,2021-10-11,UTA vs. NOP,W
12021,MEM,Memphis Grizzlies,0012100042,2021-10-11,MEM vs. DET,W
12021,DET,Detroit Pistons,0012100042,2021-10-11,DET @ MEM,L
12021,CHA,Charlotte Hornets,0012100040,2021-10-11,CHA @ MIA,L
12021,LAL,Los Angeles Lakers,0012100047,2021-10-12,LAL vs. GSW,L
12021,GSW,Golden State Warriors,0012100047,2021-10-12,GSW @ LAL,W
12021,TOR,Toronto Raptors,0012100046,2021-10-12,TOR @ WAS,W
12021,WAS,Washington Wizards,0012100046,2021-10-12,WAS vs. TOR,L
12021,MIL,Milwaukee Bucks,0012100053,2021-10-13,MIL @ UTA,L
12021,NYK,New York Knicks,0012100051,2021-10-13,NYK vs. DET,W
12021,ORL,Orlando Magic,0012100050,2021-10-13,ORL vs. BOS,W
12021,IND,Indiana Pacers,0012100049,2021-10-13,IND vs. MEM,W
12021,BOS,Boston Celtics,0012100050,2021-10-13,BOS @ ORL,L
12021,DAL,Dallas Mavericks,0012100048,2021-10-13,DAL @ CHA,W
12021,DEN,Denver Nuggets,0012100052,2021-10-13,DEN @ OKC,L
12021,PHX,Phoenix Suns,0012100054,2021-10-13,PHX vs. POR,W
12021,POR,Portland Trail Blazers,0012100054,2021-10-13,POR @ PHX,L
12021,OKC,Oklahoma City Thunder,0012100052,2021-10-13,OKC vs. DEN,W
12021,UTA,Utah Jazz,0012100053,2021-10-13,UTA vs. MIL,W
12021,MEM,Memphis Grizzlies,0012100049,2021-10-13,MEM @ IND,L
12021,DET,Detroit Pistons,0012100051,2021-10-13,DET @ NYK,L
12021,CHA,Charlotte Hornets,0012100048,2021-10-13,CHA vs. DAL,L
12021,LAL,Los Angeles Lakers,0012100058,2021-10-14,LAL @ SAC,L
12021,MIA,Miami Heat,0012100055,2021-10-14,MIA @ ATL,L
12021,MIN,Minnesota Timberwolves,0012100056,2021-10-14,MIN @ BKN,L
12021,BKN,Brooklyn Nets,0012100056,2021-10-14,BKN vs. MIN,W
12021,ATL,Atlanta Hawks,0012100055,2021-10-14,ATL vs. MIA,W
12021,DEN,Denver Nuggets,0012100057,2021-10-14,DEN @ OKC,W
12021,SAC,Sacramento Kings,0012100058,2021-10-14,SAC vs. LAL,W
12021,OKC,Oklahoma City Thunder,0012100057,2021-10-14,OKC vs. DEN,L
12021,MIA,Miami Heat,0012100059,2021-10-15,MIA vs. BOS,W
12021,MIL,Milwaukee Bucks,0012100064,2021-10-15,MIL vs. DAL,L
12021,NYK,New York Knicks,0012100062,2021-10-15,NYK vs. WAS,W
12021,IND,Indiana Pacers,0012100061,2021-10-15,IND vs. CLE,L
12021,PHI,Philadelphia 76ers,0012100060,2021-10-15,PHI @ DET,L
12021,BOS,Boston Celtics,0012100059,2021-10-15,BOS @ MIA,L
12021,CLE,Cleveland Cavaliers,0012100061,2021-10-15,CLE @ IND,W
12021,CHI,Chicago Bulls,0012100063,2021-10-15,CHI vs. MEM,W
12021,DAL,Dallas Mavericks,0012100064,2021-10-15,DAL @ MIL,W
12021,GSW,Golden State Warriors,0012100066,2021-10-15,GSW vs. POR,W
12021,HOU,Houston Rockets,0012100065,2021-10-15,HOU @ SAS,L
12021,POR,Portland Trail Blazers,0012100066,2021-10-15,POR @ GSW,L
12021,SAS,San Antonio Spurs,0012100065,2021-10-15,SAS vs. HOU,W
