SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
22019,LAC,LA Clippers,0021900002,2019-10-22,LAC vs. LAL,W
22019,TOR,Toronto Raptors,0021900001,2019-10-22,TOR vs. NOP,W
22019,LAL,Los Angeles Lakers,0021900002,2019-10-22,LAL @ LAC,L
22019,NOP,New Orleans Pelicans,0021900001,2019-10-22,NOP @ TOR,L
22019,MEM,Memphis Grizzlies,0021900007,2019-10-23,MEM @ MIA,L
22019,BKN,Brooklyn Nets,0021900006,2019-10-23,BKN vs. MIN,L
22019,MIN,Minnesota Timberwolves,0021900006,2019-10-23,MIN @ BKN,W
22019,SAS,San Antonio Spurs,0021900010,2019-10-23,SAS vs. NYK,W
22019,CLE,Cleveland Cavaliers,0021900005,2019-10-23,CLE @ ORL,L
22019,DET,Detroit Pistons,0021900004,2019-10-23,DET @ IND,W
22019,BOS,Boston Celtics,0021900008,2019-10-23,BOS @ PHI,L
22019,SAC,Sacramento Kings,0021900012,2019-10-23,SAC @ PHX,L
22019,DEN,Denver Nuggets,0021900013,2019-10-23,DEN @ POR,W
22019,PHX,Phoenix Suns,0021900012,2019-10-23,PHX vs. SAC,W
22019,NYK,New York Knicks,0021900010,2019-10-23,NYK @ SAS,L
22019,PHI,Philadelphia 76ers,0021900008,2019-10-23,PHI vs. BOS,W
22019,ORL,Orlando Magic,0021900005,2019-10-23,ORL vs. CLE,W
22019,CHA,Charlotte Hornets,0021900003,2019-10-23,CHA vs. CHI,W
22019,WAS,Washington Wizards,0021900009,2019-10-23,WAS @ DAL,L
22019,POR,Portland Trail Blazers,0021900013,2019-10-23,POR vs. DEN,L
22019,UTA,Utah Jazz,0021900011,2019-10-23,UTA vs. OKC,W
22019,OKC,Oklahoma City Thunder,0021900011,2019-10-23,OKC @ UTA,L
22019,MIA,Miami Heat,0021900007,2019-10-23,MIA vs. MEM,W
22019,DAL,Dallas Mavericks,0021900009,2019-10-23,DAL vs. WAS,W
22019,IND,Indiana Pacers,0021900004,2019-10-23,IND vs. DET,L
22019,CHI,Chicago Bulls,0021900003,2019-10-23,CHI @ CHA,L
22019,HOU,Houston Rockets,0021900015,2019-10-24,HOU vs. MIL,L
22019,DET,Detroit Pistons,0021900014,2019-10-24,DET vs. ATL,L
22019,LAC,LA Clippers,0021900016,2019-10-24,LAC @ GSW,W
22019,MIL,Milwaukee Bucks,0021900015,2019-10-24,MIL @ HOU,W
22019,GSW,Golden State Warriors,0021900016,2019-10-24,GSW vs. LAC,L
22019,ATL,Atlanta Hawks,0021900014,2019-10-24,ATL @ DET,W
22019,UTA,Utah Jazz,0021900025,2019-10-25,UTA @ LAL,L
22019,CHA,Charlotte Hornets,0021900018,2019-10-25,CHA vs. MIN,L
22019,NYK,New York Knicks,0021900019,2019-10-25,NYK @ BKN,L
22019,BKN,Brooklyn Nets,0021900019,2019-10-25,BKN vs. NYK,W
22019,DEN,Denver Nuggets,0021900023,2019-10-25,DEN vs. PHX,W
22019,SAC,Sacramento Kings,0021900024,2019-10-25,SAC vs. POR,L
22019,POR,Portland Trail Blazers,0021900024,2019-10-25,POR @ SAC,W
22019,TOR,Toronto Raptors,0021900017,2019-10-25,TOR @ BOS,L
22019,DAL,Dallas Mavericks,0021900021,2019-10-25,DAL @ NOP,W
22019,MEM,Memphis Grizzlies,0021900020,2019-10-25,MEM vs. CHI,L
22019,NOP,New Orleans Pelicans,0021900021,2019-10-25,NOP vs. DAL,L
22019,PHX,Phoenix Suns,0021900023,2019-10-25,PHX @ DEN,L
22019,WAS,Washington Wizards,0021900022,2019-10-25,WAS @ OKC,W
22019,BOS,Boston Celtics,0021900017,2019-10-25,BOS vs. TOR,W
22019,LAL,Los Angeles Lakers,0021900025,2019-10-25,LAL vs. UTA,W
22019,CHI,Chicago Bulls,0021900020,2019-10-25,CHI @ MEM,W
22019,OKC,Oklahoma City Thunder,0021900022,2019-10-25,OKC vs. WAS,L
22019,MIN,Minnesota Timberwolves,0021900018,2019-10-25,MIN @ CHA,W
22019,MIL,Milwaukee Bucks,0021900026,2019-10-26,MIL vs. MIA,L
22019,MIA,Miami Heat,0021900026,2019-10-26,MIA @ MIL,W
22019,BOS,Boston Celtics,0021900029,2019-10-26,BOS @ NYK,W
22019,ATL,Atlanta Hawks,0021900028,2019-10-26,ATL vs. ORL,W
