SEASON_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL
42022,PHI,Philadelphia 76ers,0042200121,2023-04-15,PHI vs. BKN,W
42022,CLE,Cleveland Cavaliers,0042200131,2023-04-15,CLE vs. NYK,L
42022,BKN,Brooklyn Nets,0042200121,2023-04-15,BKN @ PHI,L
42022,GSW,Golden State Warriors,0042200161,2023-04-15,GSW @ SAC,L
42022,BOS,Boston Celtics,0042200111,2023-04-15,BOS vs. ATL,W
42022,ATL,Atlanta Hawks,0042200111,2023-04-15,ATL @ BOS,L
42022,NYK,New York Knicks,0042200131,2023-04-15,NYK @ CLE,W
42022,SAC,Sacramento Kings,0042200161,2023-04-15,SAC vs. GSW,W
42022,PHX,Phoenix Suns,0042200171,2023-04-16,PHX vs. LAC,L
42022,MEM,Memphis Grizzlies,0042200151,2023-04-16,MEM vs. LAL,L
42022,MIL,Milwaukee Bucks,0042200101,2023-04-16,MIL vs. MIA,L
42022,MIA,Miami Heat,0042200101,2023-04-16,MIA @ MIL,W
42022,DEN,Denver Nuggets,0042200141,2023-04-16,DEN vs. MIN,W
42022,LAC,LA Clippers,0042200171,2023-04-16,LAC @ PHX,W
42022,MIN,Minnesota Timberwolves,0042200141,2023-04-16,MIN @ DEN,L
42022,LAL,Los Angeles Lakers,0042200151,2023-04-16,LAL @ MEM,W
42022,PHI,Philadelphia 76ers,0042200122,2023-04-17,PHI vs. BKN,W
42022,BKN,Brooklyn Nets,0042200122,2023-04-17,BKN @ PHI,L
42022,GSW,Golden State Warriors,0042200162,2023-04-17,GSW @ SAC,L
42022,SAC,Sacramento Kings,0042200162,2023-04-17,SAC vs. GSW,W
42022,PHX,Phoenix Suns,0042200172,2023-04-18,PHX vs. LAC,W
42022,CLE,Cleveland Cavaliers,0042200132,2023-04-18,CLE vs. NYK,W
42022,LAC,LA Clippers,0042200172,2023-04-18,LAC @ PHX,L
42022,BOS,Boston Celtics,0042200112,2023-04-18,BOS vs. ATL,W
42022,ATL,Atlanta Hawks,0042200112,2023-04-18,ATL @ BOS,L
42022,NYK,New York Knicks,0042200132,2023-04-18,NYK @ CLE,L
42022,MEM,Memphis Grizzlies,0042200152,2023-04-19,MEM vs. LAL,W
42022,MIL,Milwaukee Bucks,0042200102,2023-04-19,MIL vs. MIA,W
42022,MIA,Miami Heat,0042200102,2023-04-19,MIA @ MIL,L
42022,DEN,Denver Nuggets,0042200142,2023-04-19,DEN vs. MIN,W
42022,MIN,Minnesota Timberwolves,0042200142,2023-04-19,MIN @ DEN,L
42022,LAL,Los Angeles Lakers,0042200152,2023-04-19,LAL @ MEM,L
42022,PHX,Phoenix Suns,0042200173,2023-04-20,PHX @ LAC,W
42022,PHI,Philadelphia 76ers,0042200123,2023-04-20,PHI @ BKN,W
42022,BKN,Brooklyn Nets,0042200123,2023-04-20,BKN vs. PHI,L
42022,LAC,LA Clippers,0042200173,2023-04-20,LAC vs. PHX,L
42022,GSW,Golden State Warriors,0042200163,2023-04-20,GSW vs. SAC,W
42022,SAC,Sacramento Kings,0042200163,2023-04-20,SAC @ GSW,L
42022,DEN,Denver Nuggets,0042200143,2023-04-21,DEN @ MIN,W
42022,CLE,Cleveland Cavaliers,0042200133,2023-04-21,CLE @ NYK,L
42022,BOS,Boston Celtics,0042200113,2023-04-21,BOS @ ATL,L
42022,ATL,Atlanta Hawks,0042200113,2023-04-21,ATL vs. BOS,W
42022,NYK,New York Knicks,0042200133,2023-04-21,NYK vs. CLE,W
42022,MIN,Minnesota Timberwolves,0042200143,2023-04-21,MIN vs. DEN,L
42022,PHX,Phoenix Suns,0042200174,2023-04-22,PHX @ LAC,W
42022,MEM,Memphis Grizzlies,0042200153,2023-04-22,MEM @ LAL,L
42022,MIL,Milwaukee Bucks,0042200103,2023-04-22,MIL @ MIA,L
42022,MIA,Miami Heat,0042200103,2023-04-22,MIA vs. MIL,W
42022,PHI,Philadelphia 76ers,0042200124,2023-04-22,PHI @ BKN,W
42022,BKN,Brooklyn Nets,0042200124,2023-04-22,BKN vs. PHI,L
42022,LAC,LA Clippers,0042200174,2023-04-22,LAC vs. PHX,L
42022,LAL,Los Angeles Lakers,0042200153,2023-04-22,LAL vs. MEM,W
42022,DEN,Denver Nuggets,0042200144,2023-04-23,DEN @ MIN,L
42022,CLE,Cleveland Cavaliers,0042200134,2023-04-23,CLE @ NYK,L
42022,GSW,Golden State Warriors,0042200164,2023-04-23,GSW vs. SAC,W
42022,BOS,Boston Celtics,0042200114,2023-04-23,BOS @ ATL,W
42022,ATL,Atlanta Hawks,0042200114,2023-04-23,ATL vs. BOS,L
42022,NYK,New York Knicks,0042200134,2023-04-23,NYK vs. CLE,W
42022,MIN,Minnesota Timberwolves,0042200144,2023-04-23,MIN vs. DEN,W
42022,SAC,Sacramento Kings,0042200164,2023-04-23,SAC @ GSW,L
42022,MEM,Memphis Grizzlies,0042200154,2023-04-24,MEM @ LAL,L
42022,MIL,Milwaukee Bucks,0042200104,2023-04-24,MIL @ MIA,L
42022,MIA,Miami Heat,0042200104,2023-04-24,MIA vs. MIL,W
42022,LAL,Los Angeles Lakers,0042200154,2023-04-24,LAL vs. MEM,W
42022,PHX,Phoenix Suns,0042200175,2023-04-25,PHX vs. LAC,W
42022,DEN,Denver Nuggets,0042200145,2023-04-25,DEN vs. MIN,W
42022,LAC,LA Clippers,0042200175,2023-04-25,LAC @ PHX,L
42022,BOS,Boston Celtics,0042200115,2023-04-25,BOS vs. ATL,L
42022,ATL,Atlanta Hawks,0042200115,2023-04-25,ATL @ BOS,W
42022,MIN,Minnesota Timberwolves,0042200145,2023-04-25,MIN @ DEN,L
42022,MEM,Memphis Grizzlies,0042200155,2023-04-26,MEM vs. LAL,W
42022,MIL,Milwaukee Bucks,0042200105,2023-04-26,MIL vs. MIA,L
42022,MIA,Miami Heat,0042200105,2023-04-26,MIA @ MIL,W
42022,CLE,Cleveland Cavaliers,0042200135,2023-04-26,CLE vs. NYK,L
42022,GSW,Golden State Warriors,0042200165,2023-04-26,GSW @ SAC,W
42022,NYK,New York Knicks,0042200135,2023-04-26,NYK @ CLE,W
42022,SAC,Sacramento Kings,0042200165,2023-04-26,SAC vs. GSW,L
42022,LAL,Los Angeles Lakers,0042200155,2023-04-26,LAL @ MEM,L
42022,BOS,Boston Celtics,0042200116,2023-04-27,BOS @ ATL,W
42022,ATL,Atlanta Hawks,0042200116,2023-04-27,ATL vs. BOS,L
42022,MEM,Memphis Grizzlies,0042200156,2023-04-28,MEM @ LAL,L
42022,GSW,Golden State Warriors,0042200166,2023-04-28,GSW vs. SAC,L
42022,SAC,Sacramento Kings,0042200166,2023-04-28,SAC @ GSW,W
42022,LAL,Los Angeles Lakers,0042200156,2023-04-28,LAL vs. MEM,W
42022,DEN,Denver Nuggets,0042200221,2023-04-29,DEN vs. PHX,W
42022,PHX,Phoenix Suns,0042200221,2023-04-29,PHX @ DEN,L
42022,NYK,New York Knicks,0042200201,2023-04-30,NYK vs. MIA,L
42022,MIA,Miami Heat,0042200201,2023-04-30,MIA @ NYK,W
42022,GSW,Golden State Warriors,0042200167,2023-04-30,GSW @ SAC,W
